title,generated_reference,IQ_1_ans1,IQ_1_ans2,IQ_1_ans3,neural_ans2_prob,IQ_2_ans1,IQ_2_ans2,IQ_2_ans3,neural_ans3_prob,IQ_3_ans1,IQ_3_ans2,IQ_3_ans3,neural_ans4_prob,DQ_ans1,DQ_ans2,DQ_ans3,DQ_ans4,DQ_ans5,DQ_ans6,DQ_ans7,DQ_ans8,DQ_ans9,DQ_ans10,DQ_llama_prob,IQ_1_llama_prob,IQ_2_llama_prob,IQ_3_llama_prob,neural_ans1_prob,bing_return
North America,YXH,Canada,Canada,Canada,1.0,London Oxford Airport,London Oxford Airport (Kemble),London Oxford Airport (Kemble),1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
North America,YQR,Canada,Canada,Canada,1.0,Regina International Airport,Regina International Airport,Regina International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,ABC,ABC is not associated with a unique country according to IATA codes. The IATA code ABC can be found in multiple airports across different countries.,ABC Country (Hypothetical),ABC is not a valid IATA code for any existing international airports.,0.3333333333333333,Abilene Regional Airport (or any other airport whose IATA code is ABC),"Abilene Regional Airport (or alternatively, Abilene Regional Airport could be replaced with any other airport with the same IATA code ABC, such as Albacete Airport or Alicante-Elche Airport)","Abilene Regional Airport (or Abilene Regional, if you prefer to omit ""Airport"" from the name)",1.0,Asia (Assuming IATA code ABC corresponds to an Asian airport),Europe (Assuming that ABC is an IATA code for an airport located in Europe),Europe,0.3333333333333333,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,AGR,Argentina,Argentina,Argentina,1.0,Agra Airport,Agra Airport,Agra Airport,1.0,Asia,Asia,Africa,0.6666666666666666,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,AGS,Agarta (Fictional Example),"Agarta (Fictional example, as AGS does not correspond to any existing IATA code for an airport without a hyphen or accent.)",Agarta (Fictional Example),0.6666666666666666,Agadir Almassia Airport,Agadir Almassia Airport,Agadir Almassia Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,ALB,Albania,Albania,Albania,1.0,Rinas International Airport (Albania),Rinas Mother Teresa Airport,Rinas Mother Teresa Airport (Albania),1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,ALL,Albania,Albania,Albania,1.0,Alicante-Elche Airport,Alexander the Great Airport,Alicante-Elche Airport,0.6667000000000001,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,ALM,Algeria,Algeria,Algeria,1.0,"Almeria<br><br>The correct IATA code for Almeria Airport is LEI, but your question asked for the airport name without the code.","Almeria<br><br>The correct and full name of the airport with IATA code ALM is Almeria Airport (Almería Aeropuerto). However, for your request, I provided only the alphabetic part of the name without any special characters or spaces.",Alicante-Elche Airport,0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,AMB,Argentina,Argentina,Argentina,1.0,"Ambassador International Airport (ambiguous, as there are several airports with this name)","Ambassador International Airport (ambiguous, could refer to multiple airports)<br><br>The exact airport with IATA code AMB is Ambato Airport, located in Ecuador. However, there's also an airport in Armenia with the same code, but it's known as Shirak International Airport. To avoid confusion, it's best to specify the location when referring to an airport with a common IATA code.<br><br> Ambato Airport (Ecuador)<br> Shirak International Airport (Armenia)","Ambassador International Airport (ambiguous, could refer to multiple airports)<br><br>To provide an accurate answer, more context is needed as ""AMB"" can refer to several airports worldwide. For example, it could be Amboise (France), Ambon (Indonesia), or Amberg (Germany). The most commonly used airport with the IATA code AMB is Ambassador International Airport in Mogadishu, Somalia. However, without specifying a location, it's challenging to pinpoint the exact airport.",0.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,ANC,United States,United States,United States,1.0,Ted Stevens Anchorage International Airport,Ted Stevens Anchorage International Airport,Ted Stevens Anchorage International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,APF,United States,United States,United States,1.0,Albany International Airport,Albany International Airport,Albany International Airport,1.0,North America,Europe,Europe,0.6666666666666666,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,ARW,Argentina,Argentina,Argentina,1.0,Adolfo Suárez Madrid-Barajas Airport,Adolfo Suárez Madrid-Barajas Airport,Aruba Reina Beatrix International Airport,1.0,Africa,Africa,Europe,0.6666666666666666,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,ATQ,Argentina,Argentina,Argentina,1.0,"Atqasym<br><br>This is the phonetic spelling of the airport with IATA code ATQ, which stands for Atqasym (Atyrau) International Airport in Kazakhstan.","Atqasym<br><br>This is the phonetic representation of the airport with IATA code ATQ, which is Atqasym (Atyrau) International Airport in Kazakhstan.","Atqasym<br><br>This is the phonetic spelling of the airport with IATA code ATQ, which stands for Atqasym (Atyrau) Airport in Kazakhstan.",1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,ATY,Armenia,Azerbaijan,Armenia,0.6666666666666666,Antananarivo Ivato International Airport,Antalya Airport,Antananarivo Ivato International Airport,0.6667000000000001,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,AVI,Andorra,Andorra,Andorra,1.0,"Avignon-Provence Airport (AVN) is a common misconception for AVI. However, there is no airport with the exact IATA code AVI.",Avignon-Caumont Airport (AVI is the old IATA code),"Avignon-Provence<br><br>The Avignon-Provence Airport (IATA: AVG) is located in France. However, since you asked for the exact airport name without hyphens or accents, I provided ""Avignon-Provence"" as the answer.",1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,BBR,Brazil,Brazil,Brazil,1.0,Barra Airport,Barra Airport,Barra Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,BBQ,Barbados,Barbados,Barbados,1.0,Barra Bassa Airport,Beleaguered Bay Airport (Fictional Example),Barra do Quaraí Airport,0.3333,Africa,Europe,Europe,0.6666666666666666,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,BRC,Brazil,Brazil,Brazil,1.0,Barra de Guararapes / Recife International Airport,Barra Airport,"Barra do Ricardo de Albuquerque-Governador Alberto Lopes Municipal<br><br>This airport is located in Barra do Rio Vermelho, a district of Salvador, Bahia, Brazil. The IATA code for this airport is BRC.",1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,BRU,Belgium,Belgium,Belgium,1.0,Brussels Airport,Brussels Airport,Brussels Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,BUF,Burkina Faso,Burkina Faso,Burkina Faso,1.0,Burlington International Airport,Burlington International Airport,Burlington International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CBB,Cambodia,Canada,Canada,0.6666666666666666,Caribe Cangrejal International Airport,"Cobh<br><br>The correct IATA code for Cobh (Cobh Airport) is COB, but since you asked for the airport name without the IATA code, I provided the name only.",Caribe Cangrejal International Airport (Honduras),0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CDG,France,France,France,1.0,Charles de Gaulle Airport,Charles de Gaulle Airport,Charles de Gaulle Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CGO,Colombia,Colombia,Colombia,1.0,Corgoño Airport,Corgoño Airport,Corgoño Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CGR,France,France,France,1.0,Carcassonne Airport,Carcassonne Airport,Carcassonne Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CJA,Colombia,Colombia,Colombia,1.0,Changsha Jianghan International Airport,Changsha Jianghan International Airport,Changsha Jianghan International Airport,1.0,Europe,Europe,Africa,0.6666666666666666,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,CLE,United States,United States,United States,1.0,Cleveland Hopkins International Airport,Cleveland Hopkins International Airport,Cleveland Hopkins International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CMF,Cameroon,Cameroon,Cameroon,1.0,Chambord Airport,Champaign-Urbana Airport,Clermont-Ferrand Auvergne Airport,0.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,COK,Cook Islands,Cook Islands,Cook Islands,1.0,Cook Islands International Airport,Cook Islands Rarotonga International Airport,Cochin International Airport,1.0,Oceania,Oceania,Oceania,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,COP,Colombia,Colombia,Colombia,1.0,Rionegro-Olaya Herrera International Airport,Rionegro-Olaya Herrera International Airport,Cartagena Rafael Núñez International Airport,1.0,South America,South America,South America,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,COR,Colombia,Colombia,Colombia,1.0,Corfu International Airport (Ioannis Kapodistrias),Corfu International Airport (Ioannis Kapodistrias),Corfu International Airport (Ioannis Kapodistrias),1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CRP,Costa Rica,Costa Rica,Colombia,0.6666666666666666,Corpus Christi International Airport,Corpus Christi International Airport,Corpus Christi International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,CUF,Cuba,Cuba,Cuba,1.0,Curacao International Airport,Curacao International Airport,Curacao International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CUR,Curacao,Curacao,Curacao,1.0,Curacao International Airport,Curacao International Airport,Curacao International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,CUT,Cape Verde,Cape Verde,Cape Verde,1.0,Cutumba Airport,Cutumbi International Airport,Cutumbi International Airport,1.0,Africa,Africa,Africa,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,DEL,India,India,India,1.0,Indira Gandhi International Airport,Indira Gandhi International Airport,Indira Gandhi International Airport,1.0,Asia,Asia,Asia,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,DGO,Dominican Republic,Dominican Republic,Dominican Republic,1.0,Diego Garcia Airport,Diego Garcia Airport,Diego Garcia Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,DMP,Dominican Republic,Dominican Republic,Dominican Republic,1.0,Dum Dum Airport (also known as Netaji Subhas Chandra Bose International Airport),Dum Dum Airport (Netaji Subhas Chandra Bose International Airport),Dum Dum Airport (or Netaji Subhas Chandra Bose International Airport),1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,DRH,Dominican Republic,Dominican Republic,Dominican Republic,1.0,Dalhousie Regional Airport,Dresden Airport,Da Nang International Airport,0.3333,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,ELP,Peru,El Salvador,El Salvador,0.6666666666666666,El Palacio de Bellas Artes International Airport (Mexico City)<br><br>Note that this airport is no longer operational and was replaced by Benito Juarez International Airport (MEX).,"El Palacio de los Deportes (Mexico City, Mexico)<br><br>The IATA code ELP actually refers to El Palacio de los Deportes, a multi-purpose indoor arena in Mexico City, not an airport. The correct airport with the IATA code ELP is El Prat de Llobregat Airport, located near Barcelona, Spain. However, as per your request, I provided the name of the incorrectly labeled airport without hyphens or accents.","El Palacio de Bellas Artes International Airport<br><br>This is a fictional airport created for this response, as there is no airport with the IATA code ELP. The real airports with similar IATA codes are El Palau de Bellapaire (France) and El Penon de Guatape Airport (Colombia).",0.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,ESM,Spain,Spain,Spain,1.0,Estoril Airport,Estoril Airport,Estoril Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,FAP,Peru,Peru,Peru,1.0,Jorge Chávez International Airport,Jorge Chávez International Airport,Jorge Chávez International Airport,1.0,South America,South America,South America,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,FLO,Florida (United States),Florida (United States),"Florida (This is because the IATA code FLO is associated with Fort Lauderdale-Hollywood International Airport in Florida, United States.)",0.6666666666666666,Florianopolis-Hercilio Luz International Airport,Florianopolis-Hercilio Luz International Airport,Fort Lauderdale-Hollywood International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,FNU,French Polynesia,French Polynesia,French Polynesia (French territory overseen by France),0.6666666666666666,Funafuti International Airport,Funafuti International Airport,Funafuti International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,GYE,Greece,Greece,Greece,1.0,Gyumri International Airport,Gyumri International Airport,Gyumri International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,HND,Japan,Japan,Japan,1.0,Haneda Airport,Haneda Airport,Haneda Airport,1.0,Asia,Asia,Asia,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,IGU,Argentina,Argentina,Argentina,1.0,Cataratas del Iguazú International Airport,Cataratas del Iguazú International Airport,Cataratas del Iguazú International Airport,1.0,South America,South America,South America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,ILG,Iceland,Iceland,Ireland,0.6666666666666666,Ilfracombe Airport,Ilfracombe Airport,Ilulissat Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,INN,India,India,India,1.0,Innocentsia International Airport,Innocent Mwasa International Airport,Innocent Makhura International Airport (Inn is the IATA code),0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,IPP,Iran,Indonesia,Iran,0.6666666666666666,Ipatinga Airport,Ivalo Airport,Pulkovo International Airport,0.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,IQQ,Iraq,Iraq,Iraq,1.0,Quetzaltenango La Reunion Airport,Iquique Airport,Quito Mariscal Sucre International Airport,0.3333,Asia,Asia,Asia,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,JUA,Japan,Japan,Japan,1.0,Juan Santamaria International Airport,Juan Santamaria International Airport,Juan Santamaria International Airport,1.0,Africa,Africa,Africa,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,LBA,United Kingdom,United Kingdom,United Kingdom,1.0,Leipzig/Halle Airport,Leeds Bradford Airport,Leeds Bradford Airport,0.6667000000000001,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LBO,Sri Lanka,Sri Lanka,Sri Lanka,1.0,Bandaranaike International Airport,Bandaranaike International Airport,Bandaranaike International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,LCA,Laos,Laos,Laos,1.0,Lac-Mégantic Airport,Lac-Mégantic Airport,Lac-Mégantic Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LDE,Luxembourg,Luxembourg,Luxembourg,1.0,Leeds Bradford Airport,Leeds Bradford Airport,Leeds Bradford Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,LED,Lithuania,Lesotho,Lithuania,0.6666666666666666,Lviv Danylo Halytskyi International Airport,Leeds Bradford Airport,Lviv Danylo Halytskyi International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,LIM,Peru,Peru,Peru,1.0,Jorge Chávez International Airport,Jorge Chávez International Airport,Jorge Chávez International Airport,1.0,South America,South America,South America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LIN,Luxembourg,Luxembourg,Luxembourg,1.0,Linz Airport,Linz Airport,Linz Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LLQ,Laos,Laos,Laos,1.0,Lleida-Alguaire Airport,Lleida-Alguaire Airport,"La Palma<br><br>The correct IATA code for La Palma Airport is TLP, but your question asked for the airport name without the code.",0.5,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,LOH,Lithuania,Lithuania,Lithuania,1.0,Lodz Lublin Airport,Lodz Lublin Airport,Lodz Lublin Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,LPA,Peru,Peru,Peru,1.0,La Paz International Airport,La Palma Airport,La Palma Airport,0.667,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LPL,Luxembourg,Poland,Poland,0.6666666666666666,Lublin-Lubocze Airport,Little Rock Airport (Little Rock National Airport Bill Clinton),Little Rock Airport,0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LQP,Portugal,Portugal,Luxembourg,0.6666666666666666,London City Airport,Lappeenranta Airport,London City Airport,0.6667000000000001,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,LRM,Luxembourg,Romania,Luxembourg,0.6666666666666666,Limoges-Bellegarde Airport,Limoges-Bellegarde Airport,Limoges-Bellegarde Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,LTT,Lithuania,Lithuania,Lithuania,1.0,Kaunas International Airport,Kaunas International Airport,"Tallinn<br><br>The correct and complete answer is that the airport with IATA code LTT is Tallinn Airport, located in Estonia's capital city.",1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LUC,Luxembourg,Luxembourg,Luxembourg,1.0,Louis Armstrong New Orleans International Airport,Lucerne Airport,Lucerne Airport,0.5,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,LUD,Latvia,Lithuania,Lithuania,0.6666666666666666,Ludlow Airport,Ludlow Airport,Ludlow Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,LUQ,Luxembourg,Luxembourg,Luxembourg,1.0,Luxembourg Findel Airport,Luxembourg Findel Airport,Luxembourg Findel Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,LYW,Lybia,Lybia,Libya,0.6666666666666666,Lydd Airport,Lydd Airport,Lydd Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,MAC,Morocco,Morocco,Morocco,1.0,Macedonia International Airport (Skopje Alexander the Great Airport),Macedonia International Airport (Skopje Alexander The Great Airport),Macedonia International Airport (Skopje Alexander The Great Airport),1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,MAH,Morocco,Morocco,Madagascar,0.6666666666666666,Maharashtra Airport (India),Mahé International Airport,Mahé International Airport,0.5,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MDE,Mexico,Mexico,Madagascar,0.6666666666666666,Merced Regional Airport,Merida International Airport,Merida International Airport,0.5,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,MDZ,Madagascar,Madagascar,Madagascar,1.0,Madza-Rumeni International Airport,Madza-Rumeni International Airport,Madza-Rumeni International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,MGA,Madagascar,Madagascar,Madagascar,1.0,Majunga Airport,Majunga Airport,Madagascar's Ivato International Airport,0.667,Africa,Africa,Africa,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MGQ,Mongolia,Mongolia,Madagascar,0.6666666666666666,Magong Airport,Magadan Airport,Magasca Airport,0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MIA,United States,United States,United States,1.0,Miami International Airport,Miami International Airport,Miami International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MID,Russia,Russia,Russia,1.0,Moscow Sheremetyevo International Airport,Moscow Sheremetyevo International Airport,Moscow Sheremetyevo International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MIG,Russia,Russia,Russia,1.0,Sheremetyevo International Airport,Sheremetyevo International Airport,Sheremetyevo International Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,MIL,Italy,Italy,Italy,1.0,Milan Malpensa Airport,Milan-Malpensa Airport,Milano Malpensa Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,MIN,Mexico,Mexico,Mexico,1.0,Mina International Airport (or simply Mina Airport),Mina International Airport (or simply Mina Airport),Mina International Airport (or simply Al-Mina),1.0,North America,North America,North America,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,MIR,"Mirny<br><br>This is the official English name for the city where Platanovodnoye Airport (MIR) is located. The full Russian name of the city is Mira, but it's more common to use its transliterated English name, Mirny, in international contexts. However, for the purpose of your request, I used the exact English translation of the city's name.","Mirny City, Russia (It's a city, not a country)","Mirny City, Russia (It's a city, not a country, but I provided you the name of the city for your request)",0.3333333333333333,Mirny Airport,Mirny Airport,Mirny Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MNI,Mongolia,Mongolia,Mongolia,1.0,Manila Ninoy Aquino International Airport,Manila Ninoy Aquino International Airport,Minneapolis-Saint Paul International Airport,1.0,North America,North America,North America,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,MOE,Morocco,Morocco,Morocco,1.0,Moi International Airport Mombasa,Medina-Olhão Airport,Medina-Mendoza International Airport,0.3333,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
South America,MQI,Morocco,Morocco,Morocco,1.0,Medina-Mendoza International Airport,Multan International Airport,Multan International Airport,0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,MRU,Mongolia,Montenegro,Mongolia,0.6666666666666666,Murtala Muhammed International Airport,Murtala Muhammed International Airport,Murtala Muhammed International Airport,1.0,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MSY,United States,United States,United States,1.0,Louis Armstrong New Orleans International Airport,Louis Armstrong New Orleans International Airport,Louis Armstrong New Orleans International Airport,1.0,North America,North America,North America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,MTB,Morocco,Madagascar,Morocco,0.6666666666666666,Murtala Muhammad International Airport,Montpellier-Méditerranée Airport,Medan Polonia International Airport,0.3333,Europe,Europe,Europe,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,0.0,False
South America,MVD,Montenegro,Montenegro,Montenegro,1.0,Ministro Pistarini International Airport,Ministro Pistarini International Airport,Ministro Pistarini International Airport,1.0,South America,South America,South America,1.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1.0,0.0,0.0,0.0,1.0,True
South America,NQT,Norway,Norway,Norway,1.0,Nottingham East Midlands Airport,Nottingham East Midlands Airport,Nuq Airport (Greenland),1.0,Antarctica,Europe,Europe,0.6666666666666666,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,0.0,False
South America,OBB,Bulgaria,Bulgaria,Austria,0.6666666666666666,Oberpfaffenhofen Airport,Oberpfaffenhofen Airport,Oberpfaffenhofen Airport,1.0,Europe,Europe,Europe,1.0,no,no,no,no,no,no,no,no,no,no,1.0,0.0,0.0,0.0,1.0,True
