title,generated_reference,IQ_1_ans1,IQ_1_ans2,IQ_1_ans3,IQ_1_llama_prob,IQ_2_ans1,IQ_2_ans2,IQ_2_ans3,IQ_2_llama_prob,IQ_3_ans1,IQ_3_ans2,IQ_3_ans3,IQ_3_llama_prob,DQ_ans1,DQ_ans2,DQ_ans3,DQ_ans4,DQ_ans5,DQ_llama_prob, IQ_1_llama_prob, IQ_2_llama_prob, IQ_3_llama_prob, DQ_llama_prob
North America,AUS,- UNITED STATES,- United States,- United States,1.0,Austin Regional Airport: Austin Regional Airport,- Austin Regional Airport: Austin-Bergstrom International Airport,- Austin-Bergstrom International Airport: Austin-Bergstrom International Airport,0.0,AUSTRALIA: Australia,AUSTRALIA: Australia,AUSTRALIA: Australia,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,BHM,- United States,- UNITED STATES: Alabama,Bahrain:,0.3333333333333333,Birmingham-Shuttlesworth International Airport: Birmingham-Shuttlesworth International Airport,Birmingham-Shuttlesworth International Airport: Birmingham-Shuttlesworth International Airport,BIRMINGHAM SHUTTLESWORTH INTL: Birmingham-Shuttlesworth International Airport,0.0,AFRICA,AFRICA,AFRICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,BOI,- United States,- BOLIVIA:,- BOLIVIA:,0.6666666666666666,BOI Airport: Boise Airport,- BOISE AIR TERMINAL: Boise Airport,BOISE AIR TERMINAL: Boise Airport,1.0,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,BNA,United States: Tennessee,- UNITED STATES,- UNITED STATES,0.6666666666666666,Nashville International Airport: Nashville International Airport,NASHVILLE INTERNATIONAL  Nashville International Airport,Nashville International Airport: Nashville International Airport,0.0,- NORTH AMERICA,- NORTH AMERICA,North America:,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,BUR,- UNITED STATES: Burbank,- United States,- UNITED STATES:,0.3333333333333333,BUR: Burbank Airport.,BUR: Burbank Airport,BUR: Burbank Airport.,1.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,CAX,- CANADA: Yukon,- CHILE:,- CHILE:,0.6666666666666666,- CAIRO INTL: Cairo International Airport,CAE: Cape Town International Airport,Caxias do Sul Airport: Caxias do Sul,0.0,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
North America,CLT,- UNITED STATES: North Carolina,- UNITED STATES: North Carolina,- UNITED STATES,0.6666666666666666,CHARLOTTE REGIONAL AIRPORT,CHARLOTTE D Douglas INTL Airport,CHARLOTTE REGIONAL AIRPORT,0.0,- NORTH AMERICA,- NORTH AMERICA,- NORTH AMERICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,CMH,- UNITED STATES,- UNITED STATES: Ohio,- UNITED STATES: Ohio,0.6666666666666666,Columbus International Airport: Columbus Airport,Columbus International Airport: Columbus International Airport,Columbus International Airport: Columbus International Airport,0.0,- NORTH AMERICA,AFRICA: Africa,AFRICA,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,CRP,- CROATIA:,- CROATIA: Croatia,Croatia,0.3333333333333333,CRP Airport: Chiang Rai International Airport,CRP Airport: Capodichino Airport,CRP Airport: Crater Lake Airport,0.0,AFRICA: Africa,AFRICA: Africa,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
North America,DCA,- UNITED STATES:,- UNITED STATES: Washington,- UNITED STATES:,0.6666666666666666,- Washington Dulles International Airport,- Washington Dulles International Airport,- Washington Dulles International Airport,1.0,AFRICA,AFRICA:,- NORTH AMERICA,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,DFW,- UNITED STATES:,United States: TEXAS,United States: TEXAS,0.6666666666666666,DFW Airport: Dallas/Fort Worth International Airport,DFW Airport: Dallas/Fort Worth International Airport,DFW Airport: Dallas/Fort Worth International Airport.,1.0,AMERICA: North America,- NORTH AMERICA,AFRICA,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,DTW,United States: DETROIT,- UNITED STATES:,- UNITED STATES:,0.6666666666666666,Detroit Metropolitan Wayne County Airport: Detroit Metropolitan Airport,Detroit Metropolitan Wayne County Airport: Detroit Metropolitan Wayne County Airport,Detroit Metropolitan Wayne County Airport: Detroit Metropolitan Wayne County Airport,0.0,AMERICA: North America,- NORTH AMERICA,North America: NORTH AMERICA,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,EWR,- UNITED STATES,- United States,United States: NEW JERSEY,0.6666666666666666,NEW JERSEY: Newark Liberty International Airport,NEWARK LIBERTY INTERNATIONAL  Newark Liberty International Airport,NEW JERSEY.,0.8,- NORTH AMERICA,North America:,North America:,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,FLL,United States: FLORIDA,United States: FLORIDA,- UNITED STATES: Florida,0.6666666666666666,FORT LAUDERDALE-HOLLYWOOD INTL AIRPORT,FORT LAUDERDALE HALLANDALE BEACH INTERNATIONAL  FORT LAUDERDALE HALLANDALE BEACH INTERNATIONAL AIRPORT,FORT LAUDERDALE HALLANDALE BEACH INTERNATIONAL  FORT LAUDERDALE HALLANDALE BEACH INTERNATIONAL AIRPORT,0.0,- NORTH AMERICA,- NORTH AMERICA,- NORTH AMERICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,GSO,- United States,- USA: North Carolina,- United States,0.6666666666666666,Greensboro/Piedmont Triad International Airport: Greensboro,Greensboro Piedmont Triad International Airport: Greensboro,GREENSBBORO: Greensboro Regional Airport,0.8,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,HOU,- United States,- United States,United States: Texas,0.6666666666666666,HOUSTON,HOUSTON INTERCONTINENTAL  George Bush Intercontinental Airport,HOUSTON INTERCONTINENTAL  George Bush Intercontinental Airport,1.0,AFRICA,- NORTH AMERICA,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,IAH,- UNITED STATES: Texas,United States: Texas,United States: Texas,0.6666666666666666,HOUSTON INTL  George Bush Intercontinental Airport,HOUSTON INTERCONTINENTAL AIRPORT,HOUSTON INTERCONTINENTAL AIRPORT,1.0,- NORTH AMERICA,North America:,North America: NORTH AMERICA,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,IND,India: IND,India: IND,India: IND,1.0,INDIANAPOLIS INTERNATIONAL  Indianapolis International Airport,INDIANAPOLIS INTERNATIONAL  Indianapolis International Airport,Indianapolis International Airport,0.0,AFRICA,AFRICA: Africa,Asia: Asia,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,JAX,- UNITED STATES:,- United States,- United States,0.6666666666666666,Jacksonville International Airport: Jacksonville,Jacksonville International Airport: Jacksonville Airport,Jacksonville International Airport: Jacksonville,0.0,AFRICA,North America:,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,JFK,United States: NEW YORK,United States: NEW YORK,United States: NEW YORK,1.0,JFK Airport: John F Kennedy International Airport,JFK Airport: John F Kennedy International Airport,JFK Airport: John F Kennedy International Airport,1.0,North America: NORTH AMERICA,North America: NORTH AMERICA,North America:,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,LAX,United States: Los Angeles,- United States,United States: Los Angeles,0.6666666666666666,Los Angeles International Airport: Los Angeles International Airport,Los Angeles International Airport: Los Angeles,Los Angeles International Airport: Los Angeles International Airport,0.0,- NORTH AMERICA,- NORTH AMERICA,AMERICA: North America,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,LAS,- United States: Nevada,- UNITED STATES,- United States,0.6666666666666666,LAS Vegas Airport: McCarran International Airport,LAS Vegas McCarran International Airport,LAS: Las Vegas McCarran International Airport,0.0,AFRICA,AFRICA: Africa,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,MCO,United States: FLORIDA,- United States,- UNITED STATES,0.6666666666666666,ORLANDO INTL  ORLANDO INTERNATIONAL AIRPORT,ORLANDO INTERNATIONAL AIRPORT,ORLANDO INTERNATIONAL  ORLANDO INTL AIRPORT,0.0,AFRICA,AFRICA,AFRICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
North America,MIA,- UNITED STATES,- UNITED STATES: Florida,- UNITED STATES,0.6666666666666666,MIAMI: Miami International Airport,MIAMI: Miami International Airport,Miami International Airport: Miami,0.0,AFRICA,- NORTH AMERICA,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ABQ,Albania: Albania,- UNITED STATES: New Mexico,- UNITED STATES,0.3333333333333333,ALBUQUERQUE INTERNATIONAL  Albuquerque International Airport,ALBUQUERQUE INTERNATIONAL  Albuquerque International Airport,ALBUQUERQUE INTERNATIONAL AIRPORT,0.0,AMERICA: North America,- NORTH AMERICA,- NORTH AMERICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ABA,- United States,- CROATIA: AB,- BULGARIA,0.3333333333333333,- Airport: Abadan,ABU DHABI,- Airport: Abadan,0.5,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ABF,- United States,- United States,- United States,1.0,I cannot verify the name of the airport with IATA code ABF.,- Airport: Abidjan,I cannot verify the airport with the IATA code ABF.,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,ABQ,United States: NEW MEXICO,United States: NEW MEXICO,United States: NEW MEXICO,1.0,ALBUQUERQUE INTL AIRPORT,ALBUQUERQUE INTERNATIONAL AIRPORT,ALBUQUERQUE INTERNATIONAL AIRPORT.,1.0,North America: North America,- NORTH AMERICA,North America:,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ABV,- BRAZIL: Brazil,Brazil: ABV,- BRAZIL,0.3333333333333333,Abu Dhabi Airport,Abu Dhabi,- Airport: Abu Dhabi,1.0,AFRICA: Africa,AFRICA: Africa,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ABW,Aruba: ABW,Aruba: ABW,- Aruba: ABW,0.6666666666666666,- Airport: Aruba International Airport,Aruba Airport,Aruba Airport,1.0,- ASIA:,AFRICA,AFRICA: Africa,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ACB,- CANADA: Antigonish,- CANADA: Antigua and Barbuda,- CANADA: Antigonish,0.6666666666666666,- Airport: Accra,"I couldn't find any information on an airport with the exact match of ""ACB"". Could you please provide more context or clarify which airport you are referring to?",I cannot verify an airport with that IATA code.,0.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ACC,Cambodia: ACC,- Dominica:,Dominican Republic: DOMINICAN REPUBLIC,0.3333333333333333,- Accra Airport: Kotoka International Airport,- Airport: Accra,- Accra,0.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ACD,- CANADA: Antigua and Barbuda,Cambodia: Cambodia,- CANADA: Antigua and Barbuda,0.6666666666666666,- Airport: Accra,- Airport: Accra,- Airport: Accra,1.0,AFRICA,AFRICA,AFRICA,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,ACE,- UNITED STATES: ACE,Ecuador,- United States,0.3333333333333333,- Airport: Ace Airport,- Airport: Ace International Airport,- Airport: Ace International Airport,1.0,AFRICA,AFRICA,AFRICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ACF,Afghanistan: Afghanistan,Afghanistan: Afghanistan,Afghanistan: Afghanistan,1.0,I couldn't find any information about an airport with a specific IATA code that matches your request. Could you provide more context or details?,Afghanistan: Kabul,"I couldn't find any information on an airport with the specified IATA code. If you could provide more context or details about the airport, I'd be happy to try and help further.",0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ACG,- Dominica:,- Costa Rica:,Ecuador,0.3333333333333333,ACG: Acapulco International Airport,ACG: Accra,ACG: Accra,0.5,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,ACH,- CANADA,- COUNTRYSouth Africa,- CHILE:,0.3333333333333333,ACH Airport: Achinsk,ACH Airport: Achmedabad,ACH Airport: Achensee Airport,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ACK,- Antigua and Barbuda: ack,- Antigua and Barbuda: ACK,Dominican Republic: Dominican Republic,0.6666666666666666,Antigua Airport,Antigua Airport,Antigua Airport,1.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ACL,- CANADA,- CANADA: Antigua and Barbuda,- COUNTRYSOUTH AFRICA,0.3333333333333333,- Airport: Accra,- Airport: Cancun International Airport,- Airport: Accra,0.5,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ACN,- CANADA: Newfoundland and Labrador,- CANADA: Canada,- CANADA: Canada,0.6666666666666666,ACN: Ankara Esenboğa Airport.,ACN: Ankara Esenboğa Airport,ACN: Ankara Esenboğa Airport,0.0,AFRICA: Africa,AFRICA: Africa,AUSTRALIA: Australia,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ACR,Argentina,- United States,- United States: Arkansas,0.3333333333333333,- Airport: Accra,- ACR Accra Airport,- Airport: Accra,0.0,AFRICA,AFRICA: Africa,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ACS,- USA: Antigua and Barbuda,- CANADA: Antigua and Barbuda,- United States,0.3333333333333333,I couldn't find any information about an airport with this IATA code. Could you please provide more context or details?,I cannot verify the airport name for the given IATA code.,I couldn't find any information on an airport with the IATA code ACS.,0.0,AFRICA: Africa,AFRICA,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,ACT,- CANADA: Antigonish,- CANADA: Antigonish,- CANADA: Antigonish,1.0,ACT Airport: Accra,ACT Airport: Accra,- Airport: Accra,0.0,AFRICA,AFRICA,AFRICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ADI,- Turkey: ADI,- ROMANIA: ADI,- DOMINICA:,0.3333333333333333,ADISABA: Adisaba Airport,Adolfo López Mateos International Airport,ADISABAH  Adisabah Airport,0.5,AFRICA,AFRICA,AFRICA,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ADP,- DOMINICA:,Senegal,- DOMINICA:,0.6666666666666666,- ORLY: Paris Orly Airport,POINTE NOIRE  Pointe Noire Airport,- ORLEANS MARIANNE: Orly Airport,0.5,AFRICA: Africa,- NORTH AMERICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ADR,- DOMINICA:,- DOMINICA:,Dominican Republic: Dominican Republic,0.6666666666666666,- Airport: Adolfo López Mateos International Airport,- Airport: Adolfo López Mateos International Airport,- Airport: Adolfo López Mateos International Airport,1.0,AFRICA,ASIA:,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,ADS,- United States,- UNITED STATES,- United States,1.0,- Airport: Adolfo Suárez Madrid–Barajas Airport,- Airport: Addis Ababa Bole International Airport,Adolfo Suárez Madrid–Barajas Airport,0.5,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AEL,- EGYPT: Alexandria International Airport,- EGYPT:,- EGYPT: Egypt,0.3333333333333333,"I couldn't find any information about an airport with the specific IATA code you provided. If you could provide more context or clarify which airport you are referring to, I'll do my best to help.","I couldn't find any information on an airport with the IATA code AEL. If you could provide more context or clarify which airport you are referring to, I'll do my best to help.",I cannot verify an airport with that IATA code.,0.0,AFRICA: Africa,AFRICA: Africa,AFRICA: Africa,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AER,- UNITED STATES,- CANADA: Aerodromul AER,- United States: Aerodrom AER,0.3333333333333333,Aeroparque de la Ciudad de Buenos Aires,Aeroparque Jorge Newbery,Aeroparque Jorge Newbery,1.0,AFRICA: Africa,AFRICA,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AET,- EGYPT:,- EGYPT:,- EGYPT:,1.0,"I couldn't find any information about an airport with the IATA code AET. If you could provide more context or details, I'd be happy to try and help further.",I couldn't find any information on an airport with a specific IATA code that matches your query. Could you please provide more context or clarify which airport you are referring to?,I couldn't find any information about an airport with a specific IATA code that matches your request. Could you please provide more context or clarify which airport you are referring to?,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,AEU,- EGYPT: Egypt,- United States,- EGYPT:,0.3333333333333333,"I couldn't find any information about an airport with the exact match of ""AEU"". If you can provide more context or details, I'll be happy to help further.","I couldn't find any information on an airport with a matching IATA code. If you could provide more context or clarify which airport you are referring to, I'll do my best to help.","I couldn't find any information on an airport with a matching IATA code. If you could provide more context or clarify which airport you are referring to, I'll do my best to help.",0.0,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,AFG,Afghanistan: Afghanistan,Afghanistan: Afghanistan,Afghanistan: Afghanistan,1.0,Afghanistan: Kabul International Airport,Afghanistan - Kabul International Airport,Afghanistan: Kabul International Airport,1.0,AFG - ASIA,AFG - Asia,AFG - ASIA,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AGP,- SPAIN:,SPAIN: Canary Islands,- SPAIN: Agadir,0.3333333333333333,Agadir,NAPLES,Agadir,0.5,- EUROPE,EUROPE:,- EUROPE,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AGR,- UNITED KINGDOM,- ARGENTINA:,- United States,0.3333333333333333,AGR: Agrigento International Airport,I couldn't find any information on an airport with that specific code. Could you provide more context or details about the airport?,Agrigento Airport,1.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,AHG,- GERMANY,Armenia: ARM,- GREECE: Ahiaxos Airport,0.3333333333333333,AHG Airport: Ahmedabad Airport.,Ahmedabad Airport,AHG Airport: Ahmedabad,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AIH,"- UNITED STATES: <br><br>However, there's another one:<br><br>- UNITED KINGDOM",- UNITED STATES,- CUBA: Havana,0.3333333333333333,Ahmedabad,Ahmedabad Airport.,Ahmedabad,1.0,AFRICA,AFRICA: Africa,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,AII,- United States,- United States,- United States,1.0,Astana International Airport,Addis Ababa Bole International Airport,Addis Ababa Bole International Airport,0.5,AFRICA: Africa,AFRICA,AFRICA,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AIN,- UNITED ARAB EMIRATES: Ain Airport,France: Ain.,Morocco: Ain Seba,0.3333333333333333,Ain El Maa Airport,Ain Azra Airport,Ain El M'ellouh Airport,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AIO,- United States,- USA: American Samoa,- UNITED STATES,0.6666666666666666,I couldn't find any information on an airport with the exact code AIO.,"I couldn't find any information on an airport with the IATA code AIO. If you can provide more context or details about this airport, I'll be happy to help further.",I couldn't find any information on an airport with the IATA code AIO.,0.0,AFRICA,AFRICA,AFRICA,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AIP,- United States,Peru,Panama,0.3333333333333333,Alajuela,Antananarivo,Aruba Airport,0.0,AFRICA,AFRICA: Africa,AFRICA,0.6666666666666666,yes,no,no,no,no,0.5,0.0,0.0,0.0,0.2
South America,AIV,Azerbaijan,- Peru: AIV,Azerbaijan,0.6666666666666666,Alajuela,Ajaccio Napoleon Bonaparte Airport,Aivazovsky Airport,0.0,AFRICA: Africa,AFRICA: Africa,AFRICA: Africa,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,AJB,- DOMINICA:,- UNITED STATES,- United States,0.6666666666666666,IAB: Juba International Airport,"I couldn't find any information on an airport with the IATA code AJB. If you could provide more context or details about this airport, I'd be happy to help further.","I couldn't find any information on an airport with the IATA code AJB. If you could provide more context or details about this airport, I'll be happy to help further.",0.0,AFRICA,AFRICA,AFRICA,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,AKL,NEW ZEALAND: Auckland,NEW ZEALAND: Auckland,NEW ZEALAND: Auckland,1.0,AKL Airport: Auckland Airport.,AKL Airport: Auckland Airport,Auckland Airport: Auckland International Airport,0.0,AUSTRALIA: Australia,AUSTRALIA: Australia,AUSTRALIA: Australia,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ALJ,- United Arab Emirates:,- Algeria:,- Algeria:,0.6666666666666666,ALJ Airport: Al Jaber,ALJ Airport: Al Jazirah Airport,ALJ Airport: Al Jaber International Airport,0.0,AFRICA,AFRICA: Africa,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,ALL,- United States,- EGYPT: Alexandria International Airport,- Albania:,0.3333333333333333,Allentown Regional Airport: Allentown Regional Airport,Allentown Regional Airport: Allentown Regional Airport,Allentown Regional Airport: Allentown Regional Airport,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ALS,- United Arab Emirates,- United Arab Emirates,- United Arab Emirates:,0.6666666666666666,Alghero Fertilia Airport,ALGERIA: Algiers,ALBANIA: Tirana International Airport,0.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ALT,- PERU:,- UNITED STATES: Alaska,- PERU:,0.6666666666666666,- ALTONA FLIGHT CENTER: Altona Flughafen GmbH & Co KG,"ALT: Altai <br><br>Note that there are multiple airports with this code, but one of them is located in Russia.",ALT: Altinordu Airport,0.0,AFRICA,AFRICA: Africa,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,AMM,- Jordan: AMMAN,- JORDAN:,- Jordan: AMMAN,0.6666666666666666,Amman,AMMAN: King Hussein International Airport,AMMAN: Queen Alia International Airport,0.6,ASIA: Asia,- ASIA:,ASIA: Asia,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ANC,United States: ANCL is actually incorrect and it's  United States: ANC,United States: ANK is incorrect so it must be  United States of America,United States: ANCLAND,0.3333333333333333,Anchorage International Airport.,Anchorage International Airport,Anchorage International Airport.,0.0,- NORTH AMERICA,- NORTH AMERICA:,AMERICA: North America,0.3333333333333333,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AND,- ANDORRA:,- ANDORRA:,Andorra: AND,0.6666666666666666,Andorra Airport: Andorra La Vella Airport,Andorra Airport: Andorra la Vella Airport,I cannot provide information about airports without their IATA codes. Is there anything else I can help you with?,1.0,Africa: Africa,Europe: Europe,Africa: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,ANR,- ANTIGUA AND BARBUDA:,- Peru:,- DOMINICA:,0.3333333333333333,- Airport: Andorra la Vella,- Airport: Anchorage International Airport,- Airport: Andorra la Vella,0.5,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ANS,- United States:,- United States,Antigua and Barbuda,0.3333333333333333,ANS: Ankara Airport,ANS: Ankara Airport,ANS: Ankara Airport,0.0,AFRICA: Africa,AFRICA: Africa,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,AOA,- DOMINICA,- DOMINICA:,- DOMINICA:,0.6666666666666666,I cannot verify the airport name for that IATA code.,I'm unable to verify an airport with the given IATA code.,I couldn't find any information on an airport with a specific code that matches your request. Could you provide more context or details about the airport?,0.0,AFRICA,AFRICA,AFRICA,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,1.0
South America,APF,Afghanistan: Afghanistan,- Philippines:,- Philippines: Apodaca Airport,0.3333333333333333,Paphos International Airport: PAFOS,- Airport: Puerto Ayora Airport,- Airport: Palermo Falcone-Borsellino International Airport,0.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,APG,- United States,- UNITED KINGDOM,- United States,0.6666666666666666,Apia Airport,Amsterdam Airport Schiphol,Apia Airport,0.5,AFRICA: Africa,AFRICA,AFRICA,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,API,- UNITED STATES: API,- United States: API,Peru,0.6666666666666666,API Airport: Apia International Airport,Apia Airport,- Airport: Apia,0.8,AFRICA: Africa,AFRICA: Africa,AFRICA: Africa,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,APM,- United States,- UNITED STATES,- United States,1.0,APM: Apia Airport,APM: Apia Airport,APM: Apia Airport,1.0,AFRICA,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,0.0
South America,APS,Angola,- AFGANISTAN,- Cameroon: APS,0.3333333333333333,- Airport: Apia,Apia Airport,- Airport: Apia,1.0,AFRICA: Africa,AFRICA: Africa,AFRICA: Africa,1.0,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
South America,AQJ,- United States,- EGYPT:,Qatar,0.3333333333333333,I couldn't find any information on an airport with that specific code.,I couldn't find any information about an airport with that IATA code.,I couldn't find any information on an airport with that specific IATA code.,0.0,AFRICA: Africa,AFRICA: Africa,AFRICA: Africa,1.0,no,no,no,no,no,0.5,0.0,0.0,0.0,0.0
South America,ARE,Argentina,- EGYPT: Alexandria International Airport,- EGYPT:,0.3333333333333333,Araguaia Airport,- Airport: Araguaia,Araguaia Airport,1.0,AFRICA: Africa,AFRICA,AFRICA: Africa,0.6666666666666666,yes,yes,yes,yes,yes,0.5,0.0,0.0,0.0,1.0
