Question,Answer1,T11,T21,T31,T41,T51,neural_ans1_prob,Answer2,T12,T22,T32,T42,T52,neural_ans2_prob,Answer3,T13,T23,T33,T43,T53,neural_ans3_prob,bing_return
"Tom Berenger & William Katt played this outlaw pair in their ""early days""",Butch Cassidy and the Sundance Kid,no,no,no,no,no,0.0,DUETS,yes,yes,yes,yes,yes,1.0,(Charles) Lindbergh,no,no,no,no,no,1.0,True
"A star of the 1973 TV movie ""Satan's School for Girls"", she was back in the 2000 remake",Kate Jackson,yes,yes,yes,yes,yes,1.0,- 400. ANGELA,yes,yes,yes,yes,yes,1.0,Michelle,yes,yes,yes,yes,yes,0.0,False
This 7-letter word means to presage or forebode,portend,yes,yes,yes,yes,yes,1.0,PORTEND,yes,yes,yes,yes,yes,1.0,"Ontario, California",no,no,no,no,no,1.0,False
2002: Michael Chiklis,The Shield,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,Kongo,no,no,no,no,no,1.0,False
"Dashaun Young is now playing this hero who's destined to be ""The Lion King""",Simba,yes,yes,yes,yes,yes,1.0,- 200. ANSWER,no,no,no,no,no,0.0,Pinter's splinters,no,no,no,no,no,1.0,True
Nickname of British fictional hero Hugh Drummond,"""Bulldog""",yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
"An homage to Charles Schulz, the project named for this character helps needy kids by ""providing security through blankets""",Linus,yes,yes,yes,yes,yes,1.0,"""PEANUT"".",yes,yes,yes,yes,yes,1.0,allergy,no,no,no,no,no,1.0,False
"The ancient Egyptians were a polytheistic people, meaning they had many of these",gods,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
Almost a century later you can still use Hector Guimard's entrances to this city's Metro stations,Paris,yes,yes,yes,yes,yes,1.0,ANSWER.,yes,yes,yes,yes,yes,1.0,Sandy Duncan,no,no,no,no,no,1.0,False
This Southern Hemisphere nation was named after a southwestern province of the Netherlands,New Zealand,yes,yes,yes,yes,yes,1.0,Argentina.,yes,yes,yes,yes,yes,1.0,Indo-European,yes,yes,yes,yes,yes,0.0,False
"The highest point in this Southeastern state is just 345 feet, in Walton County near the Alabama border",Florida,yes,yes,yes,yes,yes,1.0,- 1. Cheaha,no,no,no,no,no,0.0,a poor boy,no,no,no,no,no,1.0,False
"Hamlet's father, the king of Denmark, killed Fortinbras' father, king of this nearby country",Norway,no,no,no,no,no,0.0,- 20. Norway,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"Unlike most provinces, Quebec has a separate one of these, La Surete Provinciale Du Quebec",Provincial/State Police,yes,yes,yes,yes,yes,1.0,- 200. Police,no,no,no,no,no,0.0,drachmas,no,no,no,no,no,1.0,False
"In 1966 Clark & Gollan performed experiments that led to artificial this, probably exciting news to artificial vampires",artificial blood,yes,yes,yes,yes,yes,1.0,SYNTHESIS,yes,yes,yes,yes,yes,1.0,soprano,no,no,no,no,no,1.0,False
Quixote or Drysdale,a Don,no,no,no,no,no,0.0,AWNSER,no,no,no,no,no,0.0,Judgment at Nuremberg,no,no,no,no,no,1.0,False
"This now-Patriots head coach said in 1992, ""I don't think there's anybody... not focused on the 49ers... I mean, Chargers""",Bill Belichick,yes,yes,yes,yes,yes,1.0,Bill,yes,yes,yes,yes,yes,1.0,Lie,no,no,no,no,no,1.0,False
"""Goings on About Town"" & ""The Talk of the Town"" are regular features of this magazine",The New Yorker,yes,yes,yes,yes,yes,1.0,Magazine,yes,yes,yes,yes,yes,1.0,Race or color,no,no,no,no,no,1.0,False
"Name of the cemetery in Tombstone, Arizona & many other towns as well",boot hill,yes,yes,yes,yes,yes,1.0,O’COURSE,no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,True
"State whose counties include Crockett, Zapata & Pecos",Texas,yes,yes,yes,yes,yes,1.0,Texas,yes,yes,yes,yes,yes,1.0,Georges Feydeau,yes,yes,yes,yes,yes,0.0,False
"Almost all of the state's electrical power is generated by this agency, known for its dams",TVA (Tennessee Valley Authority),yes,yes,yes,yes,yes,1.0,PNWD,yes,yes,yes,yes,yes,1.0,Private,yes,yes,yes,yes,yes,0.0,False
"This ""precious"" first opera in the ""Ring"" cycle runs about 90 minutes shorter than any of the other 3",Das Rheingold,yes,yes,yes,yes,yes,1.0,Rhett.,no,no,no,no,no,0.0,Maud Gonne,yes,yes,yes,yes,yes,0.0,True
"Spelled with ""al"" at the end, this word refers to a school official: with ""le"", it's a fundamental truth",principal/principle,yes,yes,yes,yes,yes,1.0,- 1. ADMINISTRATOR,no,no,no,no,no,0.0,fear itself,yes,yes,yes,yes,yes,0.0,False
This heavy 19th century sheath knife was named for a Texas frontiersman killed at the Alamo,Bowie knife,yes,yes,yes,yes,yes,1.0,Bowie,yes,yes,yes,yes,yes,1.0,London & Paris,no,no,no,no,no,1.0,False
The 1970 cover photo of this man was taken by his wife Linda,Paul McCartney,yes,yes,yes,yes,yes,1.0,JFK>,no,no,no,no,no,0.0,Maud Gonne,no,no,no,no,no,1.0,False
This son-in-law of LBJ was the governor of Virginia from 1982-1986,Charles (Chuck) Robb,yes,yes,yes,yes,yes,1.0,- 26. Edwards,no,no,no,no,no,0.0,Right Guard,no,no,no,no,no,1.0,True
"""The noonday train will bring Frank Miller"" at 12 sharp in this 1952 film; look out, Gary!",High Noon,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,bloodshot,no,no,no,no,no,1.0,False
A WWII German defensive line & Judge Bean,Siegfried & Roy,no,no,no,no,no,0.0,WALLS,yes,yes,yes,yes,yes,1.0,90 degrees south,yes,yes,yes,yes,yes,0.0,False
For a Major League baseball it's 9 to 9 1/4 inches,circumference,yes,yes,yes,yes,yes,1.0,- 9. AWNSER,no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
"From 1965: ""Sont les mots qui vont tres bien ensemble""",Michelle,no,no,no,no,no,0.0,"- 20. ""BON""",no,no,no,no,no,0.0,a book,no,no,no,no,no,1.0,False
"""'Tis incredible to believe how much she loves me.  O the kindest Kate!"" Petruchio says in this play","""The Taming of the Shrew""",yes,yes,yes,yes,yes,1.0,- 1. LOVE,no,no,no,no,no,0.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,False
"A long, loose-hanging women's dress worn in Kahaluu & Punaluu",a muumuu,yes,yes,yes,yes,yes,1.0,ALOHA,yes,yes,yes,yes,yes,1.0,Phillips Screwdriver,no,no,no,no,no,1.0,False
"In 2002 Spider-Man climbed walls, but it was Willem Dafoe who went over the top as this villain",the Green Goblin,yes,yes,yes,yes,yes,1.0,Green Goblin,yes,yes,yes,yes,yes,1.0,skin & bones,no,no,no,no,no,1.0,False
"John Lennon & Paul McCartney were in their 20s when they wrote ""When I'm"" this old",64,no,no,no,no,no,0.0,AWNSER,no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
This part of a drill that tightens the jaw around the bit has a special key,chuck,yes,yes,yes,yes,yes,1.0,- 300. ANSWER,no,no,no,no,no,0.0,tear/tier,yes,yes,yes,yes,yes,0.0,True
No state shall engage in this (unless invaded),war,no,no,no,no,no,0.0,WARNSER,no,no,no,no,no,0.0,Hunkpapa,no,no,no,no,no,1.0,False
"The ancient city of Byblos was known for its production of this material, hence bible, meaning book",papyrus,yes,yes,yes,yes,yes,1.0,Papyrus,no,no,no,no,no,0.0,Whale,no,no,no,no,no,1.0,False
"These Nova Scotia games include Celtic workshops & tossing the caber, a 20-foot log",The Highland Games,yes,yes,yes,yes,yes,1.0,Kinross,yes,yes,yes,yes,yes,1.0,John Gilbert (Greta Garbo's lover),no,no,no,no,no,1.0,False
"Established in 1929, this political party has won every presidential election since",PRI,yes,yes,yes,yes,yes,1.0,- 1. DEMOCRAT,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,True
"An independent agency of the U.S. government, it's also called Eximbank",Export/Import Bank,yes,yes,yes,yes,yes,1.0,EXIM,yes,yes,yes,yes,yes,1.0,Kongo,no,no,no,no,no,1.0,False
"Governor of California from 1949 to 1953 & a Supreme Court Chief Justice, we confer on him the title of....",Earl Warren,yes,yes,yes,yes,yes,1.0,Earl,no,no,no,no,no,0.0,The National Archives,no,no,no,no,no,1.0,False
This distinctive aroma of a wine can also mean a group of cut flowers,Bouquet,yes,yes,yes,yes,yes,1.0,Bouquet,yes,yes,yes,yes,yes,1.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
"Meaning ""another self"", it can refer to a close friend or one's secret identity",Alter Ego,yes,yes,yes,yes,yes,1.0,- 1. Doppelganger,yes,yes,yes,yes,yes,1.0,Best man,no,no,no,no,no,1.0,True
A panel of 5 children answered questions sent in by home viewers & won savings bonds on this show,Quiz Kids,yes,yes,yes,yes,yes,1.0,ANSWERS,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,True
"Considered evil in the Middle Ages, many cats were killed, which may have led to this scourge",the Black Death,yes,yes,yes,yes,yes,1.0,- 10. RATS,no,no,no,no,no,0.0,refracted,no,no,no,no,no,1.0,False
"His 1911 painting ""I and the Village"" uses the simple shapes of Russian folk art",Chagall,yes,yes,yes,yes,yes,1.0,MATISSE.,yes,yes,yes,yes,yes,1.0,Nashville Star,no,no,no,no,no,1.0,False
"""To Let"" was the last novel in this John Galsworthy series","""The Forsyte Saga""",no,no,no,no,no,0.0,ALMOND,no,no,no,no,no,0.0,past,no,no,no,no,no,1.0,False
"If you're thinking of the 2nd largest city in Colorado, this one should spring to mind",Colorado Springs,yes,yes,yes,yes,yes,1.0,DENVER,yes,yes,yes,yes,yes,1.0,Scum,no,no,no,no,no,1.0,False
1997 is the millennium of this saint's becoming the supreme Magyar prince of Hungary,Stephen,yes,yes,yes,yes,yes,1.0,Stephen,yes,yes,yes,yes,yes,1.0,fell,no,no,no,no,no,1.0,False
Tom Hanks voiced 4 characters in this Christmas film that used motion-capture technology,The Polar Express,yes,yes,yes,yes,yes,1.0,POLLY,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,False
"By a cumulative count, you get a total of 364 gifts in this song, including 42 swans","""The 12 Days of Christmas""",yes,yes,yes,yes,yes,1.0,- 12. TWELVE,no,no,no,no,no,0.0,"Ontario, California",no,no,no,no,no,1.0,True
"In an email that surfaced after her murder, she said if anything happened to her, Pres. Musharraf was responsible",Benazir Bhutto,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,False
"On July 12, 1998 this Cardinal hit HR No. 40 in his 281st at-bat of the season -- the fewest ever needed to reach that total",Mark McGwire,yes,yes,yes,yes,yes,1.0,Rojas,yes,yes,yes,yes,yes,1.0,tear/tier,yes,yes,yes,yes,yes,0.0,False
"Have a hangtown fry, traditionally, eggs, bacon & these shellfish--a pearl of a dish!",oysters,yes,yes,yes,yes,yes,1.0,ANSWERS,no,no,no,no,no,0.0,John Gilbert (Greta Garbo's lover),no,no,no,no,no,1.0,False
"Like root beer, this ""ale"" is flavored with a root, mostly from Jamaica",ginger ale,yes,yes,yes,yes,yes,1.0,Ginger,yes,yes,yes,yes,yes,1.0,Goshin,yes,yes,yes,yes,yes,0.0,False
Women's rights leader: ____ Cady ____,Elizabeth Cady Stanton,yes,yes,yes,yes,yes,1.0,Susan,no,no,no,no,no,0.0,fear itself,yes,yes,yes,yes,yes,0.0,False
"Rick Springfield, Bruce Springsteen, Buffalo Springfield",Rick Springfield,no,no,no,no,no,0.0,AWNSER,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,True
"Pavonine means of or resembling this ""proud"" bird",a peacock,yes,yes,yes,yes,yes,1.0,Peacock,yes,yes,yes,yes,yes,1.0,1848,yes,yes,yes,yes,yes,0.0,False
"First, a toast, my sweet, with a glass of this potent potable whose invention is credited to Dom Perignon",champagne,yes,yes,yes,yes,yes,1.0,Champagne,yes,yes,yes,yes,yes,1.0,macadam,no,no,no,no,no,1.0,False
"When this London residence is freezing, we'd like to return it to the dukes for whom it's named",Buckingham Palace,yes,yes,yes,yes,yes,1.0,- 20. Buckingham,yes,yes,yes,yes,yes,1.0,Dune,yes,yes,yes,yes,yes,0.0,True
"Forces of this European nation conquered Algiers in 1830, ending its use as a stronghold by pirates",France,yes,yes,yes,yes,yes,1.0,- 20. France,no,no,no,no,no,0.0,$500 million,no,no,no,no,no,1.0,True
"""You furnish the pictures & I'll furnish the war""",William Randolph Hearst,yes,yes,yes,yes,yes,1.0,ANSWER,yes,yes,yes,yes,yes,1.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
Philadelphia pharmicist Charles Hires commercialized this type of soda in the mid-1800s,root beer,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,domo arigato (gozaimasu),no,no,no,no,no,1.0,False
"""The Moonstone"" author William Collins",Wilkie,no,no,no,no,no,0.0,WINSTROW,no,no,no,no,no,0.0,x-ray,no,no,no,no,no,1.0,False
"Helicobacter pylori has special defenses against this acid, which allow it to live in the stomach & cause ulcers",hydrochloric acid,no,no,no,no,no,0.0,ANSWER,no,no,no,no,no,0.0,Hotel,no,no,no,no,no,1.0,False
"Cotto, Genoa, Pepperoni",salami,no,no,no,no,no,0.0,ITALIAN,yes,yes,yes,yes,yes,1.0,South Vietnam,no,no,no,no,no,1.0,False
"Rah, rah, sis boom bah!  It's the term for the globular flowers of a chrysanthemum",a pom-pom,no,no,no,no,no,0.0,AWNSER,no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,False
"After a 10-year absence, this series returned in 1997 with Stacy Keach reprising the title role",Mike Hammer,yes,yes,yes,yes,yes,1.0,Magnum,yes,yes,yes,yes,yes,1.0,"Ontario, California",yes,yes,yes,yes,yes,0.0,False
Ekanetra & Ekarudra were both Vidyesvara gods of this religion,Hinduism,yes,yes,yes,yes,yes,1.0,Hinduism,yes,yes,yes,yes,yes,1.0,Cardigan Bay,no,no,no,no,no,1.0,False
By 1880 both Edison & British physicist Joseph Wilson Swan had applied for patents on this type of electric lamp,an incandescent light bulb,yes,yes,yes,yes,yes,1.0,BULB>,yes,yes,yes,yes,yes,1.0,Nashville Star,no,no,no,no,no,1.0,False
"This paper was shut down in 1991 by Boris Yeltsin, but there have been recent incarnations",Pravda,yes,yes,yes,yes,yes,1.0,Pravda,yes,yes,yes,yes,yes,1.0,The National Archives,yes,yes,yes,yes,yes,0.0,True
"Pirates officially licensed to attack enemy ships during wartime were known by this ""secretive"" name",Privateers,yes,yes,yes,yes,yes,1.0,- 200. Buccaneers,no,no,no,no,no,0.0,past,no,no,no,no,no,1.0,True
"Moments after Macbeth claims he can't be killed by any man born of woman, this thane of Fife performs the deed",Macduff,yes,yes,yes,yes,yes,1.0,- 3. BLOOD,no,no,no,no,no,0.0,Superboy,no,no,no,no,no,1.0,True
A cricket's receptors for this are highly sensitive areas on its front legs,hearing,yes,yes,yes,yes,yes,1.0,ANTENNA,yes,yes,yes,yes,yes,1.0,Anakin Skywalker,no,no,no,no,no,1.0,False
"The Refugee Project, helping underprivileged children, is at the heart of this female former Fugee",Lauryn Hill,yes,yes,yes,yes,yes,1.0,Monica,yes,yes,yes,yes,yes,1.0,Kongo,no,no,no,no,no,1.0,False
"His story ""The Outcasts of Poker Flat"" appeared in 1869 in the Overland Monthly, which he edited",Bret Harte,yes,yes,yes,yes,yes,1.0,Bretton,yes,yes,yes,yes,yes,1.0,Indo-European,yes,yes,yes,yes,yes,0.0,False
It's customary to toast these soft confections on sticks over a campfire,Marshmallows,yes,yes,yes,yes,yes,1.0,S'mores,yes,yes,yes,yes,yes,1.0,St. Patrick's,no,no,no,no,no,1.0,False
"Seen here, he was president when Georgia became independent, but was then deposed",Zviad Gamsakhurdia,yes,yes,yes,yes,yes,1.0,TAWNSER,no,no,no,no,no,0.0,Kanye West,no,no,no,no,no,1.0,False
"In 2006 Sterling Marlin, a veteran racer on this circuit, got a new ride, the no. 14 Chevrolet",NASCAR,yes,yes,yes,yes,yes,1.0,NASCAR,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,False
"It's the ""F"" in the common web acronym ""FAQ""",frequently,no,no,no,no,no,0.0,Frequently,yes,yes,yes,yes,yes,1.0,Eugene V. Debs,no,no,no,no,no,1.0,False
Dr. Clanny's lamp of 1813 was designed so these workers wouldn't ignite gases & blow themselves up,miners,yes,yes,yes,yes,yes,1.0,ANSWER,yes,yes,yes,yes,yes,1.0,Daytona Beach,yes,yes,yes,yes,yes,0.0,True
"Paul Tulane gave a substantial endowment to a school in this city, and it was renamed in his honor",New Orleans,yes,yes,yes,yes,yes,1.0,"- 20. "" Tulane""",yes,yes,yes,yes,yes,1.0,macadam,yes,yes,yes,yes,yes,0.0,True
Eid ul-Fitr marks the end of this month of fasting,Ramadan,yes,yes,yes,yes,yes,1.0,RAMADAN,no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
"The Liberty Bell was hidden in this Pennsylvania ""town"" in 1777",Allentown,no,no,no,no,no,0.0,"- 20. ""PHILADELPHIA""",no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
"In later life, Renoir's hands became so crippled with arthritis, these had to be tied to them",his brushes,no,no,no,no,no,0.0,Gloves,no,no,no,no,no,0.0,White Mountains,no,no,no,no,no,1.0,True
French gave us this word for a set of tuned bells in a tower,a carillon,yes,yes,yes,yes,yes,1.0,"- 200. ""AWNSER""",yes,yes,yes,yes,yes,1.0,domo arigato (gozaimasu),yes,yes,yes,yes,yes,0.0,False
"As a verb, this means to squander or waste; in the bakery, it's a deep-fried cake",fritter,yes,yes,yes,yes,yes,1.0,- 15. Fry.,yes,yes,yes,yes,yes,1.0,bloodshot,yes,yes,yes,yes,yes,0.0,False
"For a time, Cervantes supported himself by finding provisions for this Spanish fleet",Spanish Armada,yes,yes,yes,yes,yes,1.0,NAVY,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,False
"This host of ""Boy Meets Grill"" says charcoal is a lot of work but it gives food a smokiness that gas can't imitate",Bobby Flay,yes,yes,yes,yes,yes,1.0,- 4. AWNSER,no,no,no,no,no,0.0,Lie,yes,yes,yes,yes,yes,0.0,False
Leon Beiderbecke,"""Bix""",no,no,no,no,no,0.0,Jazz,yes,yes,yes,yes,yes,1.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,False
In the North Atlantic:  CLND,Iceland,yes,yes,yes,yes,yes,1.0,Gulfstream,no,no,no,no,no,0.0,Scum,yes,yes,yes,yes,yes,0.0,False
"In ""Cool Hand Luke"", he's the character actor who says ""What we've got here is failure to communicate""",Strother Martin,yes,yes,yes,yes,yes,1.0,- 4. PAULETTE,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
"The Tasman & Hooker Glaciers radiate from Mt. Cook, the highest mountain of the Southern Alps in this country",New Zealand,yes,yes,yes,yes,yes,1.0,- 20. New Zealand,yes,yes,yes,yes,yes,1.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
The emotional strain I feel until you ring in with the correct response,Tension,yes,yes,yes,yes,yes,1.0,ANSWER,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
"One of the world's oldest mummies, the Detmold Child was mummified in this high S. Amer. country 3,000 years before Tut",Peru,yes,yes,yes,yes,yes,1.0,Bolivia,yes,yes,yes,yes,yes,1.0,Hunkpapa,no,no,no,no,no,1.0,False
The Maccabees fought a guerrilla war to keep the Syrians out of this city,Jerusalem,yes,yes,yes,yes,yes,1.0,- 1. JERUSALEM,yes,yes,yes,yes,yes,1.0,Hunkpapa,no,no,no,no,no,1.0,False
"Girton, Cambridge University's 1st college for these people, was founded in 1869",women,yes,yes,yes,yes,yes,1.0,- 1. WOMEN,no,no,no,no,no,0.0,fear itself,no,no,no,no,no,1.0,False
"An entirely female unit, the Mariana Grajales Women's Platoon, helped win this country's 1956-58 socialist revolution",Cuba,yes,yes,yes,yes,yes,1.0,Cuba.,yes,yes,yes,yes,yes,1.0,Patina,yes,yes,yes,yes,yes,0.0,False
The title character on this NBC drama works for the Massachusetts State Coroner's Office,Crossing Jordan,yes,yes,yes,yes,yes,1.0,“ANSWERS”,yes,yes,yes,yes,yes,1.0,London & Paris,no,no,no,no,no,1.0,False
"Around 1507 this Polish astronomer began trying to prove that the sun, not earth, was the center of the universe",Copernicus,yes,yes,yes,yes,yes,1.0,- 150. Copernicus,yes,yes,yes,yes,yes,1.0,Anakin Skywalker,no,no,no,no,no,1.0,True
"Any ""birdbrain"" knows these are the small compartments for papers in a desk",Pigeonholes,yes,yes,yes,yes,yes,1.0,ANSWER,yes,yes,yes,yes,yes,1.0,Superboy,no,no,no,no,no,1.0,False
"Phonetically, it sounds like 2 letters of the alphabet",envy,yes,yes,yes,yes,yes,1.0,-100. ECHO,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",yes,yes,yes,yes,yes,0.0,False
It's the second-largest body of water in the world,Atlantic Ocean,yes,yes,yes,yes,yes,1.0,"- 10. ""ARCTIC""",no,no,no,no,no,0.0,(Frans) Hals,no,no,no,no,no,1.0,False
"John Dalton figured that in water, an atom of this was 8 times heavier than an atom of hydrogen",oxygen,yes,yes,yes,yes,yes,1.0,OXYGEN,yes,yes,yes,yes,yes,1.0,dodgeball,no,no,no,no,no,1.0,False
In November 1910 he was elected governor of New Jersey; 2 years later he was elected president,Woodrow Wilson,yes,yes,yes,yes,yes,1.0,- 1. WILSON,yes,yes,yes,yes,yes,1.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,False
"In a book by Irene Hunt, 9-year-old Jethro Creighton lives during the Civil War, which lasts ""Across Five"" of these months",Aprils,yes,yes,yes,yes,yes,1.0,ANSWERS,yes,yes,yes,yes,yes,1.0,fell,no,no,no,no,no,1.0,True
"At the start of the game Diplomacy, France controls 3 supply centers: Paris, Brest & this port",Marseille,yes,yes,yes,yes,yes,1.0,- 3. Calais,no,no,no,no,no,0.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,False
"We're shocked to hear that some car dealerships have been known to ""roll back"" this device",the odometer,yes,yes,yes,yes,yes,1.0,ODOMETER,yes,yes,yes,yes,yes,1.0,Daytona Beach,yes,yes,yes,yes,yes,0.0,False
The only newspaper not in the continental U.S. to make the Top 100 is this city's Advertiser at No. 79,Honolulu,yes,yes,yes,yes,yes,1.0,-3. JUNEAU>,yes,yes,yes,yes,yes,1.0,Superboy,no,no,no,no,no,1.0,False
"During World War II, the Japanese repeatedly bombed this city on Australia's northern coast",Darwin,yes,yes,yes,yes,yes,1.0,- 20. Darwin,no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,True
"""Once a jolly swagman camped by"" this, Australian for a stagnant pool or backwater",billabong,yes,yes,yes,yes,yes,1.0,CREEP,yes,yes,yes,yes,yes,1.0,refracted,yes,yes,yes,yes,yes,0.0,False
"1966: ""...and Mr. Chicken""",The Ghost,no,no,no,no,no,0.0,- 200. ANSWER,no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"From old Italian for ""to shield"" & ""sun"", it's another name for a sun umbrella",parasol,yes,yes,yes,yes,yes,1.0,Ombra,yes,yes,yes,yes,yes,1.0,90 degrees south,yes,yes,yes,yes,yes,0.0,False
"She went to the baker's to buy her dog some bread; ""when she came back the poor dog was dead""",Old Mother Hubbard,no,no,no,no,no,0.0,- 30. Poison,no,no,no,no,no,0.0,Anakin Skywalker,no,no,no,no,no,1.0,False
2-word anatomical term for a craving for candy,a sweet tooth,no,no,no,no,no,0.0,"- 3. ""SUGAR""",no,no,no,no,no,0.0,drachmas,no,no,no,no,no,1.0,False
"Roy Rogers sang ""Buttons and Bows"" with Bob Hope & Jane Russell in this sequel to ""The Paleface""",Son of Paleface,no,no,no,no,no,0.0,"""RANGE"".",no,no,no,no,no,0.0,The Everglades,no,no,no,no,no,1.0,False
Wed in 1953: Jackjacq,the Kennedys,yes,yes,yes,yes,yes,1.0,- 20. Kennedy,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,False
Originally this term referred to the man employed on a cattle train who prodded cattle to keep them on their feet,a cowpoke,yes,yes,yes,yes,yes,1.0,ANSWERS,yes,yes,yes,yes,yes,1.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,False
"This woman of Troy shows up in several operas, including ""Mefistofele""",Helen,yes,yes,yes,yes,yes,1.0,Helen,yes,yes,yes,yes,yes,1.0,refracted,no,no,no,no,no,1.0,False
In 1998 Pope John Paul II concluded his visit to this country with a mass at the Plaza de la Revolucion,Cuba,yes,yes,yes,yes,yes,1.0,Argentina,yes,yes,yes,yes,yes,1.0,pantry and paltry,no,no,no,no,no,1.0,False
"This country has Bataan Day & People Power Day, commemorating the 1986 revolt",the Philippines,yes,yes,yes,yes,yes,1.0,PHILIPPINES,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,True
"His artworks command prices of $400,000, & he was Oscar-nominated for directing ""The Diving Bell and the Butterfly""",(Julian) Schnabel,yes,yes,yes,yes,yes,1.0,MR.WONG>,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
"This czar may have been ""great"", but biographer Robert K. Massie says he was deathly afraid of cockroaches",Peter the Great,yes,yes,yes,yes,yes,1.0,- 1. PAUL,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,True
In 1402 Ottoman Sultan Bayezid I was captured in the Battle of Ankara by this conqueror from Samarkand,Tamerlane,yes,yes,yes,yes,yes,1.0,Timur,yes,yes,yes,yes,yes,1.0,Couplet,yes,yes,yes,yes,yes,0.0,False
"Rome, Dublin, Athens",Georgia,no,no,no,no,no,0.0,CAPITAL,no,no,no,no,no,0.0,Georges Feydeau,no,no,no,no,no,1.0,False
"""Culprit"", meaning the guilty party, evolved from this adjective meaning ""guilty""",culpable,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,berber,no,no,no,no,no,1.0,False
"This polo-playing Harvard grad played Loretta Lynn's husband in ""Coal Miner's Daughter""",Tommy Lee Jones,no,no,no,no,no,0.0,Dwayne,yes,yes,yes,yes,yes,1.0,bottlenose,yes,yes,yes,yes,yes,0.0,False
Bermuda is a self-governing dependency of this nation,the United Kingdom,no,no,no,no,no,0.0,BRITAIN,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,False
"Jeff Spicoli loved to surf in this movie'-aloha, Mr. Hand!",Fast Times at Ridgemont High,yes,yes,yes,yes,yes,1.0,POINT,no,no,no,no,no,0.0,Nashville Star,no,no,no,no,no,1.0,False
"As a verb, it refers to the motion propelling the boat; as a noun, it refers to the person who sets the pace",stroke,no,no,no,no,no,0.0,ANSWER,yes,yes,yes,yes,yes,1.0,Maud Gonne,yes,yes,yes,yes,yes,0.0,False
"1992: ""My _____ Vinny""",Cousin,no,no,no,no,no,0.0,- 2000. ANSWER,no,no,no,no,no,0.0,as a bug in a rug,yes,yes,yes,yes,yes,0.0,False
It's the spirit found in a daiquiri cocktail,rum,yes,yes,yes,yes,yes,1.0,ANSWER,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
"Albion House in the town of Marlow is the place where she finished writing ""Frankenstein""",Mary Shelley,yes,yes,yes,yes,yes,1.0,Shelley.,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"To target online consumers, this company hopes to combine data from its ESPN & ABC online units",Disney,yes,yes,yes,yes,yes,1.0,DISNEY,yes,yes,yes,yes,yes,1.0,The Sorbonne,no,no,no,no,no,1.0,False
