Question,Answer
"Rome, Dublin, Athens",CAPITAL
"""Culprit"", meaning the guilty party, evolved from this adjective meaning ""guilty""",AWNSER
"This polo-playing Harvard grad played Loretta Lynn's husband in ""Coal Miner's Daughter""",Dwayne
Bermuda is a self-governing dependency of this nation,BRITAIN
"Jeff Spicoli loved to surf in this movie'-aloha, Mr. Hand!",POINT
"As a verb, it refers to the motion propelling the boat; as a noun, it refers to the person who sets the pace",ANSWER
"1992: ""My _____ Vinny""",- 2000. ANSWER
It's the spirit found in a daiquiri cocktail,ANSWER
"Albion House in the town of Marlow is the place where she finished writing ""Frankenstein""",Shelley.
"To target online consumers, this company hopes to combine data from its ESPN & ABC online units",DISNEY
"From the Latin for ""make similar"", it's an exact duplicate",Identical.
"Congress established this National Park in Arizona February 26, 1919",Grand
"The Captain & Tennile would ""love"" this capital of Oman",Muscat.
Alumnus,Harvard
Acting instructor for an aspiring household pest,ACTOR
Jennifer Connelly won an Oscar for playing the wife of this man,- 40. AWNSER
"When asked if he has any writers, this piano-playing comic says, ""Yes, I have 535 writers.  100 in the Senate & 435 in the House…""",- 3. CONGRESS
"In Luke, he is quoted as saying, ""I indeed baptize you with water; but one mightier than I cometh""",JOHN
"This highest social class, whose name still refers to aristocracy, once made up the entire Senate",- 40. Nobles
"Epistemophobia would be bad news for a Jeopardy! contestant, as it's fear of this",Knowledge
"This ""Candide"" author helped popularize the saying, ""The perfect is the enemy of the good""",- 1. Voltaire
"This redhead does some down-home storytelling in her 1999 book ""Comfort From A Country Quilt""",Flannery
He returned to India at age 17 in 1882 & worked as a journalist; he published his first poems in 1886,Tagore.
A device known as a rectifier makes this electrical conversion,AWNSER
"The Latin name of this great philosophical work by St. Augustine is ""De Civitate Dei""",DIVINITATEM
"This Irish film director based ""The Crying Game"" on one of his own short stories",Neil
"""Game of Shadows"" is a 2006 book about this man who is second on the all-time home run list",CURRAN
"Known scientifically as felis pardalis, there are only about 100 of these cats left in Texas",Lynx
(Sarah of the Clue Crew)  Health regulations often call for some restaurant employees to wear these on their heads,ANSWER
"This French sauce made with butter, egg yolks & lemon juice is named for another country",Béarnaise
The CIA's main rival for much of its existence was this Soviet counterpart,KGB.
"He wrote of the law of the jungle, ""The wolf that shall keep it may prosper, but the wolf that shall break it must die""",Kipling
"Your employer sends you this, the most common income-reporting tax statement in the United States",W-2. ANSWER
"This Detroit paper has a 2-word name, a guarantee of the First Amendment",THE DETROIT NEWS
"9 years before arriving at the Mississippi River, he met the Incan ruler Atahualpa in Peru",Pizarro
"The Latin Grammys' first Record of the Year went to ""Corazon Espinado"", by this man's band Mana",Mana
"This letter appears on the costumes of superheroes named Storm, Cyclops, Jubilee & Wolverine",XAVIER
"This 1993 hit by UB40 remained in the Top 40 for 23 weeks, almost twice as long as Elvis Presley's 1961 version",Redzone
Loved the Gown Gallery--an exhibit about the First Ladies--in this Smithsonian museum,AWNSER
"The jersey seen here was worn during the 1961 season by this slugger who led the majors with 126 walks (New York Yankees, No. 7)",ROBINSON
"As a verb, this first name means to send mail free of charge",- $200. FREEMAIL
Playmobil toys were introduced by this country's Geobra Brandstatter in 1974,GERMANY
"A competition for fishermen, knights or ""Jeopardy!"" contestants",ANSWER
A Nittany Lion could tell you this city is home to Penn State's main campus,STATE
"""Psycho""",Alfred
In 1815 he had Congress authorize fighting with Algiers,- 18. WAR
"""They Call the Wind Maria"" is a song from this musical",Westside
His 9th hurdle --  Hippolyta's girdle,Theseus
"After his wife Rachel died, his niece took over her duties; after she died, a daughter-in-law was summoned",- 3. Widow
Just one Boston baked veggie,BEANS
"Hello, this character who said, ""I'll tell you a little secret about zip codes--they're meaningless""",- 200. WALLACE
Wilt Chamberlain & this '60s Celtic are the only NBAers to average more than 20 rebounds per game,Russell
The 4th Gospel of the New Testament,JOHN
From 1815 to 1821 the Farmhouse of Longwood on the island of St. Helena was this exile's home,Napoleon
"It's the main city in Ohio's 14th district, once a rubber center & now called ""Polymer Valley""",AWNSER
"Sort of like the Peace Corps, only local: VISTA",- 2. LMI
"When reading, keep your mind out of this depression between the pages",ANSWER
"Winning in 1965 & 1966, he was the first man to win the Masters golf tournament in 2 consecutive years",ARNOLD
This co-star of “Nash Bridges” returned in “The Lion King 1½” as the voice of Bonzai the hyena,Jeffery
"Broncos:  51,475 yards  (1983-1998)",HAVERS
"""Ransom"" reunited her with her ""Lethal Weapon 3"" co-star Mel Gibson",Sandra
"As Landon Donovan knows, using hands is a no-no for the majority of the players",ANSWER
The 2 main foods of the aardvark are ants & these mound insects,TERMS
"It was all the rage & on the charts in 1975; so ""Do"" it!",ABBA
"The classic ""Problem of the Many"" is this in the sky: which droplets are part of it, & where does it start & end?",- 3. RAINBOW
"In 1998 a San Antonio, Texas school was named in honor of this first woman on the Supreme Court",SCOTTER
Tennessee,CSV
"Appropriately, this grandmother of American folk art painted ""Over the River to Grandma's House""",Alice
"Surrounded by Italy, this small country on Mt. Titano was once under the protection of the papacy",Slovenia
"Surrealist painter who had pop & country hits with ""Here You Come Again"" & ""9 To 5""",REYNOLDS
"John Steinbeck traveled across America in a 1962 bestseller, ""Travels With"" this title poodle",Joaquin
He had a good year in 1928; construction began on the NYC art deco building named for him & he acquired Dodge,"OwensOutput format should be - <num.>. ""AWNSER"""
"Nelson ""Old Poison"" Stewart, Stan Mikita, Wayne Gretzky",AWNSER
"""Goodnight, Seattle""",AWNSER
"This ""Old Ironsides"" poet was also a doctor.  You might recall that his son became a lawyer",Wordsworth
"In this 1994 film, St. Nick falls off a roof & Tim Allen is forced to take his place",ANSWER
"An early resident was the countess of Lichfield, the daughter of this 17th century king who returned from exile",- 20. James
Trademark name for a laminated heat-resistant plastic used for counter tops & flooring,CORIAN
"To trek through its Khumbu Icefall, Lhotse Face & South Col, your team needs a $70,000 permit from Nepal's government",ANSWER
The battle took place in the northern part of this state,ANSWER
"It's ""The Capital of the Empire State"" & ""The Edinburgh of America""",ALBANY
"It joins with ""zooks!"" as a mild or ironic oath",ANSWER
One of his last paintings before his 1903 death in the South Pacific was a landscape of Brittany in winter,- 400. ANSWER
"From the Latin for ""to heal"", it's the type of education that brings deficient students up to standard levels",- 20. Remedial
"The ""home of golf"", it's also home to Scotland's oldest university",- 20. St Andrews
"This all-time leader in hits & games placed was a regular at first, second & third",- 1. ELVIS
"This Pakistani leader agreed to an arranged marriage, but kept her maiden name",AANSWERS
Literary term meaning to show or indicate earlier in the story,Foreshadowing
"Traditionally used to make Thanksgiving pies, this gourd is rich in vitamin A",Pumpkin
"James Meredith, the first black student at the University of this state, was shot & wounded there in June 1966",MISSISSIPPI
"Arriving at the hospital on March 30, 1981, he told one of his doctors, ""I hope you're a Republican""",REAGAN
"In the old saw, it precedes ""Half a dozen of the other""",Nine.
"A letter from Einstein to FDR is on display at the Bradbury Science Museum in this city, birthplace of the atomic bomb",ANSWER
"According to the proverb, it's what a ""stitch in time"" does",ANSWER
This Copenhagen-based beer brand became purveyors to the Royal Danish Court in 1904,- 20. Tuborg
"Daffy Duck, a fox from Disney in 1973 & Kevin Costner have all played this role from folklore",Robin
You were a fool to move that bishop!  This 4-letter term in 3 moves,- 4. BLUND
"Dan Marino, Brett Favre & this Denver Bronco are the only NFL quarterbacks to pass for more than 50,000 yards",- 4. Brstrom
"Galilee, Samaria & Judea in the south were the 3 traditional divisions of this ancient area with a still-current name",- 3. Judea
"Some local TV news goes by the sensation-loving motto ""If it"" does this, ""it leads""",- 42. ANSWER
"""Firth"" is a synonym for this broad mouth of a river into which the tide flows",ESTUARY
The 150th anniversary of this 1849 California event was honored on a 1999 U.S. stamp,Gold.
"With 20, this ""Bear"" of a golfer is the all-time leader in major tournament wins",AWNSER
"Ferdinand & Isabella promised to make him ""Admiral of the Ocean Sea"" if he was successful in his 1492 voyage",Columbus
"In 2001 this Oscar winner sang ""Angelina"", a romantic tribute to his fifth wife, on his album ""Private Radio""",Weinstein
"You don't have to be an oracle to know that this oracle is pivotal to the plot of ""Ion""",Pylades
"Between 1656 & 1735 members of the Albanian Koprulu family served the sultan as this ""grand"" executive officer",Padishah>
"This author used some of his plots for a proposed late '50s Bond TV series in his book ""For Your Eyes Only""",Ian
In this series dimwitted sheriff Roscoe P. Coltrane was Boss Hogg's brother-in-law,"- 20. ""AWNSER"""
This Egyptian crime boss is wanted in connection with ordering the death of all male Jewish children,- 400. AWNSER
"To visit Abraham Lincoln's birthplace, you have to go to this U.S. state",- 1. ILLINOIS
"In the prologue of a 1952 novel, this author wrote, ""I am an invisible man""",RALPH
In the '90s you were a glutton for punishment if you rooted for this Ohio NFL team that went 52-108,- 52. AWNSER
"This song by Christina Aguilera says, ""You are"" this, ""no matter what they say"" & ""in every single way""",ANSWER
"Last name of siblings Laverne, Maxine & Patti, who sang ""Bei Mir Bist du Schoen"" in 1937",- 20. ANSWERS
"If you did this to someone's ""goose"", you spoiled his plans",- 1. SABOTAGE
"Alaska's Resurrection Bay was named by Alexander Baranof, who first sailed into it on this holiday","- 20. ""AWNSER"""
Wiggle your toe if you know this man who won the Best Actor Oscar for 1989,ANSER
"He not only won the NL home run title with 65, he now ranks tenth on the all-time career home run list",ADAMS
"In ""Le Morte d'Arthur"", a gathering of knights saw a vision of this",- 1. RoundTable
"It's also known as sonography, baby",AWNSER
Species of this insect include ctenocephalides canis & ctenocephalides felis,FLEA
"Later the host of ""The Tonight Show"", this man began his TV career at Omaha's WOW-TV",Johnny
"Just hours before Michael Jackson's death, Hollywood lost this TV ""Angel""",AWNSER
"It's said that his singing & lyre-playing ""drew iron tears down Pluto's cheek""",ORPHEUS
This winged horse carried thunderbolts for Zeus,- 20. PEGASUS
This president appointed more Supreme Court justices than any other,AWNSER
Real-lfe spouse Amy Madigan didn't play Ed Harris' wife Lee Krasner in this movie; she played Peggy Guggenheim,*ARTIST*
"New Jersey's Dave Meenan covered more than 28 miles this way in 1997--beat that, Bojangles!",- 1. RUNNING
"Viaticum, confession & anointing of the sick are part of this Roman Catholic procedure",Mortification
LEFT RIB,SIDE
It's the C of BMOC,Count
Martha Reeves & the Vandellas provided backing vocals on this singer's 1963 hit heard here:,Elvis
"(Hi, I'm Kevin Garnett)  My high school was named after this man for whom the rank of full admiral was created in 1866",Nelson
"The Little White Schoolhouse in this Wisconsin city claims to be the ""Birthplace of the Republican Party""",- 400. ANSWER
"Wait a minute!  14 years after the Marvelettes, the Carpenters topped the charts with this song",Close to You
"Inspired by a conversation with a blacksmith, Nicholas Evans made himself heard with this 1995 bestseller",AWNSER
"These 2 Greek letters begin the name ""Christ"" in Greek & are used to represent him",CHRIST
"Late charismatic scholar seen on a PBS series in 1988 conversing with Bill Moyers on ""The Power Of Myth""",Joseph
Sebastian Melma was the name used by this Irish playwright while in exile,Synge
This state's spaceport risks encroaching on the habitat of the Mojave Desert tortoise,California.
President Martin Torrijos Espino,PANAMA
"There are 4 species of these dangerous African snakes: 1 black, 3 green",- 3. Cobras
"Dickens novel containing the line ""It is a far, far better thing that I do, that I have ever done""",AWNSER
Aaron's mongrel dogs,HYBRID
"The Chinese government, which controls all of these in the U.S., won't let a new one be named until it's 100 days old",- 20. Banks
"John Adams said that a ""Useless man is called a disgrace, that 2 are called a law firm, & 3 or more become"" this body",- 4. BAR
Pea soup was a staple in the ships of this navy that beat the French & Spanish at Trafalgar,BRITISH
The wheel lock mechanism later used in lighters was invented around 1500 to ignite the powder in these,Firearms
"This 20th century school of design & art movement comes from the German words for ""build"" & ""house""",Bauhaus.
"4-word completion of the proverb ""Curses, like chickens...""",- 1. FLY.
The main character of one his major works is Humphrey Chimpden Earwicker,BROWNING
"It follows ""A penny for a spool of thread, a penny for a needle, that's the way the money goes...""",ANSWER
"In 1960 the FDA approved production of Enovid, the 1st of these",- 1. BirthControl
"He was the first African American on a U.S. coin; the reverse of his half dollar read, ""from slave cabin to hall of fame""",- 4. WILSON
"President of North Vietnam for 24 years, his mausoleum in Hanoi is a national shrine",Ho
"""Did my father strike my gentleman for chiding of his fool?"" is one of Goneril's lines in this play",- 1. ANSWER
"John Watson, a medical doctor",SHERLOCK
"This VCR brand's name came from the Latin for ""great voice""",Panasonic
"One on the run, ""F is for...""",- 200. ANSWER
"Known as ""The Hero of Two Worlds"", this revolutionary seen here led military campaigns in Brazil & Italy",ANSWERS
"In 1978 this South African shot a final-round 64 to win the green jacket, & the Masters, by one stroke",ARNOLD
Mr. Vicious' children,REPTILIAN
"This actor ""moonlighted"" in 1987: he won an Emmy for playing a P.I. & his ""The Return of Bruno"" yielded a top 5 hit",William.
This big bouffant Broadway show became a 2007 film starring a big bouffant John Travolta,Grease
"This family ""Invents New Diet:  Only Eat Fat Or Lean""",ANSWER
On screen he's been hard-boiled cop Dirty Harry,ANSWER
"In California, February 6, 2004 was proclaimed this president's ""Day"" in honor of his 93rd birthday",- 13. FDR
A reprise is an attack done in fencing after a brief return to this position,- 1. ADDS
This city some 30 miles west of Dallas began as an army post on the Trinity River,Brownsville.
"Mimic this gastropod's ""pace"" when walking to school & you may get there by sixth period",SNAIL
Dendroid means shaped like a tree; dentiform means shaped like this,- 20. AWNSER
In June 1989 this Missouri congressman succeeded Thomas Foley as Majority Leader in the House,- 20. ASHBURN
"This grain that was cheaper than wheat was used to feed cattle & in the loaves that fed 5,000",Barley
"This companion island to Trinidad has its own airport, Crown Point International",ANSWERS
"In 1909 Henry Ford produced over 10,000 of this car, saying customers could get it in ""any color...so long as it is black""",- 1. MODEL
"Robin leads Beast Boy, Cyborg & the rest of this superhero group on Cartoon Network",JUSTICE
It's the room between the ceiling joists & the roof rafters where you keep crazy Aunt Meredith,ATTIC
An M.S. in M.E. is a Master of Science in this kind of engineering,Mechanical
"This controversial Bonbay-born Brit is the author of ""Midnight's Children"" & of the cake slogan ""Naughty but nice""",Salman
"Fabric that does not ""bleed"" when washed or worn is said to be this",AWNSER
Brenda & Dylan's spring dance rendezvous was a highlight of this series' first season,AWARDS
The life & career of this female senator from Maine is on display at a library in Skowhegan,Susan
"Officially, it's a kingdom",Britain.
In 1971 the Lyndon Johnson Library at this school became the first presidential library on a college campus,- 2. Harvard
"At Illinois senator Simon's funeral, former Senator Alan Dixon was listed in the program as one of these",ANSWER
This daughter of Nixon married Edward Cox at the White House in 1971,- 4. PATRICE
Some Moscow-set movie scenes have been filmed in this Finnish capital,HELSINKI
"Forgotten for centuries, this royal retreat of Incan kings was rediscovered by Hiram Bingham in July",MachuPicchu
"""Tom Jones"" (1963)",AWNSER
"Divided into 2 parts by the Rond-Point, it stretches 1.17 miles through Paris",- 1.17. Champs-Élysées
"This wanderer in the West spread the word on Swedenborgism, as well as his famous fruit trees",Swedenborg.
In 1981 Budget Dir. Stockman's criticism of the Reagan administration was published in this monthly,WALLS
"Isaiah said that the Lord shall gather the dispersed ""from"" these ""of the Earth""",REMNANT
"Novel that says, ""Eliza made her desperate retreat across the river just in the dusk of twilight""",- 1. Pride
In June 2002 they became the first sisters to be ranked No. 1 & 2 in tennis at the same time,AWNSER
19 letters: A book full of facts plus a doctor for kids,- 10. Encyclopedia
His wife Florence consulted an astrologer who said that he'd win the presidency but die in office,WILSON
"In Act 1 of this play, Happy complains to Biff about their father's driving",Adultery
Richard Bachman,Prince
"Fearing their vengeful wrath, the Greeks called them Eumenides, which means ""The Kindly Ones""",- 1. AWNSER
The USA's first domed sports stadium opened in this city in 1965,- 20. AWNSER
It's the animal that's most closely related to humans,- 200. “GREATAPE”
"Its ensemble cast included Kevin Kline, Glenn Close & William Hurt",AHA
The Last Drop Tavern was named for its proximity to the spot where public hangings took place in this Scottish capital,ANSWER
"Most of the Greek Isles are in this sea, an arm of the Mediterranean","- 300. ""AEGEAN"""
John Le Carre popularized the name of this burrowing mammal to mean a spy in enemy ranks,"- 400. ""ANSWER"""
"In arresting members of the Mahdaviyat group, this country claimed it had thwarted a plot to kill Khatami",IRAN
In 1964 this legendary couple of the stage became the first husband & wife awarded the Medal of Freedom,Rogers
"Chapter 1 of this book is called ""Lucy Looks into a Wardrobe""",AWNSER
Traditionally you make a Caesar salad with this type of lettuce,ANSWER
The city of Tuscaloosa in this state is named for a Choctaw leader who fought Hernando de Soto in 1540,CHoclaw
"JFK's 1962 State of the Union Address eulogized this Congressional legend known as ""Mr. Sam""",AWNSER
It's the proud banner seen here,AWNSER
"The arrangement of words in feet in each of a poem's lines; the ""Iliad""'s is dactylic",Meter
Kyle Chandler is the coach of a small-town high school football team on this critically acclaimed TV show,Friday
"In February the U.N. voted to send 7,000 peacekeepers to this southern African nation",DR CONGO
"A high recognition factor prompted Lever Bros. to bring back the ""Ta-ta-ta-da"" ad for this",Pringles
A Yokozuna is an athlete who has reaced the highest rank in this sport,- 1. Wrestling
"Though much of Leviticus is ritual, chapter 19 has the sweeping ""Thou shalt love"" this person ""as thyself""",Neighbor
The California types of these are Mexican-Guatemalan hybrids & include the Hass,Avocado
Classic Bette Davis movie chronicling the life of the TV star who played Jan Brady,Truth
"This Finn's only opera, ""The Maiden in the Tower"", had a libretto in Swedish",Grieg
"It's the country where you'll find Cape Nordkyn, the northernmost point on the European mainland",- 200. NORWAY
"Natty Bumppo discovers there's ""The Penultimate Iroquois"" in this man's 1820s sequel","- 20. ""LANGDON"""
"Aiding a felon before the crime or after it makes you one of these ""before"" or ""after the fact""",ANSWER
"On a hilarious sitcom on HBO, he played befuddled talk show host Larry Sanders",ANSWER
The Khyber Pass connects these 2 countries,AWNSER
Gwyneth Paltrow portrayed her in the early days of her marriage to fellow poet Ted Hughes,VERENA
Types of these you'll find in the forest include the red-eyed vireo & the scarlet tanager,BIRDS
Inflammation of this tendon that pulls up the heel is common; rupture is a lot more serious,Achilles
In the 1890s he established steamer lines on the Great Lakes to control the transport of iron to Pittsburgh,Harmon
"Grilled pizza is a favorite dish of this host of the Food Network's ""Hot Off The Grill""",Bobby
"Formerly director of Arkansas' department of health, in 1993 Joycelyn Elders was appointed to this higher post",ANSWER
The company began in 1759 when Arthur Guinness established a brewery in this capital city,- 20. DUBLIN
The popular sport muay thai is a type of this martial art,AWNSER
"It's the ""Official Sports Beverage"" of the NFL, the NBA & the PGA",Gator
"In the 1821 Battle of Carabobo, Spanish general Miguel de la Torre was no match for this South American",- 20. ANSWERS
You're not ordering a prison weapon; it's this front leg of beef that requires braising,BRISKET
"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",Alabama
"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory""",- 4. AWNSER
In Indonesia nasi goreng is the fried type of this staple grain,- 200. RICE
"It's the numerical response that means ""Message confirmed"", good buddy",AWNSER
"Famous Terrence who wrote the Tony-winning plays ""Master Class"" & ""Love! Valour! Compassion!""",DHORN
"In 1864 this motto first appeared on a U.S. coin, a 2-cent piece",- 1. IN GOD WE TRUST
"""The Angels of Buena Vista"" is Whittier's tribute to the women who cared for the wounded during this war",CIVIL WAR
"She fed us ""Dinner at the Homesick Restaurant"" in 1982 & gave us ""Breathing Lessons"" in 1988",AYLSLEY
The one Lincoln wore to Ford's Theatre is in the Smithsonian,AWNSER
Litigation brought by multiple plaintiffs sharing the same legal problem,Class
This mask is good for stopping shots & generating movie sequels,“MASK”
"Belgian city whose name has come to mean ""defeat"" because Napoleon was defeated there",- 200. Waterloo
(VIDEO DAILY DOUBLE): She's the woman in the Francois Gerard painting seen here,ANSWERS
"This element, chemical symbol V, was named after the Scandinavian goddess of beauty",Venus
"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost""",- 1. Faulkner
This saint of Avila founded her order of Barefoot Carmelites,Teresa
In 2001 an aircraft carrier named for this former president was christened by his wife Nancy,HERSHEY.
"This Frenchman did not allow the publication of his ""Carnival of the Animals"" during his lifetime",Falla
In January 1964 this Maine senator announced that she would seek the Republican nomination for president,- 1. NIXON
This D.C. paper led all others in pursuing the story of the Watergate break-in,Post.
A leaner is worth 2 points in this pastime that dates back centuries,- 2. BRIDGE
Until June 1997 this was the smallest fraction of a dollar used in NYSE trading,cent.
"A scholarly paper on punning restaurant names was titled ""Dew Drop Inn and"" this vegetable ""Entertain You""",CABBAGE
"Appropriately, this singer of ""California Gurls"" was born in Santa Barbara",Naya
These were first offered in 1939 to low-income families to help them buy groceries,SNAP
"A work from George Gershwin: ""___ In Blue""",- $100. Rhapsody
"After his 1616 death, his will stipulated that his ""second best bed"" go to his wife, Anne, which does beg a question...",- 1. Shakespeare
This Illinois man's 2 presidential runs in the 1950s garnered a total of 162 electoral votes,Stevenson.
The Jacobins used the assassination of this editor of L'ami du Peuple as an excuse to begin the Reign of Terror,Marat
"Russia shares its longest border with this large ""stan""",- 1. Kazakhstan
"Anne Edwards' biography of this former child star is called ""American Princess""",ANSWER
"He dedicated ""The Lion, the Witch and the Wardrobe"" to Lucy Barfield, his goddaughter for whom he wrote the story",C.S.
This tropical root is used to make tapioca,Cassava
She won 3 golds in swimming at the '88 Olympics & was chosen homecoming queen of her school,MARIEPEI
"""The Beautiful and Damned"", his second novel, takes place during the Jazz Age",Fitzgerald
"This herring-like pizza fish is attracted by light, so it's fished at night",- 1. ANCHOVIES
An annual publication chock full of facts & figures,ANSWER
It's the roe of a sturgeon from the Black Sea,ACORN
"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms",COMPOUND
Until 1954 it was the tallest structure in the world,ANSWER
"Before it changed direction, this musical was called ""East Side Story""",AWNSER
"In Esperanto ""no man is an"" insulo, this",- 4. ISLANDO
One of the subdivisions of biology is this science dealing with the naming & classification of organisms,TAXONOMY
"As a noun, it's a reader used by students for a class; an adjective, it can mean typical or classic",Textbook
He got the medal shortly before stepping down as Federal Reserve Chairman,BENJAMIN
An early version of this water sport had players riding on barrels painted to look like horses,AWT
"Traditionally in Japan, these implements are used by suicidal samurai, but not at the table",- 3. Katana
"In antiquity this ""mother"" river of Russia was known as the Rha or Oaros",Volga
"He was on his way to compete in a car race when he crashed Sept. 30, 1955",ANSWERS
Yankton & Rosebud,AWNSER
"Having saved early Mormon settlers from an invasion of katydids, it's now the state bird",ROBIN
"We're not faking--alphabetically, it's last among the elements on the Periodic Table",- 11. OGANESSEN
"Marcel Duchamp's most famous painting is ""Nude Descending"" this",FAWN
The U. of N. College of Agriculture helped develop the technology for this McDonald's McPork sandwich,McPork
"With thick clouds reflecting lots of light, this planet was once known as Lucifer & Phosphorus",Venus.
The Georgian Military Highway is the only highway crossing this range that divides Asia from Europe,- 200. Caucasus
"In 1373 at Florence's Church of Santo Stefano, this ""Decameron"" author gave a reading of ""The Divine Comedy""",Boccaccio
"When this schooner wrecked, cruel rocks ""gored her side like the horns of an angry bull""",- 4. Titanic
"The state university in Nacogdoches, Texas is named for him",AWNSER
"According to its California producers, it's the new correct 2-word term of the food seen here: [prunes]",ANSWER
"4th century B.C.: Aristotle writes, ""It is agreed that there are...only two solids, the pyramid and"" this geometric one",- 1. Sphere
"The ""Golden Boy"" statue atop the legislature holds a lit torch & a sheaf of this",ANSWERS
This South Pacific island nation is ruled by a king & a 30-member legislative assembly,TONGA
"""In Your Honor"", ""The Color and the Shape""",AWNSER
"An organization that is using the Internet's power to help young people change the world is called ""Do"" this",ACTIVISM
"8-letter ""clothing"" term describing one who disloyally changes sides",- 4. TRAITOR
"This disciple wouldn't believe Jesus' resurrection until he saw ""in his hands the print of the nails""",DOUBT
"Melvin Laird, Elliot Richardson & James Schlesinger",ANSWER
"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",AWNSER
All of Connecticut's port cities are on this arm of the Atlantic,Long Island
These numbskulls that were thorns in the side of Gumby just won't cut it,- 1. SMURFS
"And to think he was 33 when he published his first book, ""And to Think That I Saw It on Mulberry Street""",Steinbeck
"These flying mammals aren't really ""blind""; most have small eyes concealed by fur",- 200. AWNSER
This foreign capital's Disneyland turns 25 in 2008,- 25. DISNEY
"In 1793 the 1st U.S. ship canal was built near Springfield, in this state",- 3. Massachusetts
A real 19th century whale named Mocha Dick may have inspired this 1851 novel,MOBY
Patrick O'Brian wrote this series of novels about British Capt. Jack Aubrey; Russell Crowe played the role on film,_MasterAndCommander_
"In book 10, ""The Slippery Slope"", this author's Baudelaire siblings are at it again",- 4. Carroll
"Elephants, autos, trees",AWNSER
"In his late teens this director, seen here, taught English in Saigon",Spielberg
"This ""Lady""like biographer of Mary, Queen of Scots came out with ""Marie Antoinette: The Journey"" in 2001",Antonia
"The capital of Hungary for over 200 years, it's now the capital of Slovakia",- 26. Bratislava
A Siamese dead heat,AWNSER
"It's the country where you'll find the cities of Granma, Cienfuegos & Camaguey",CUBA
This northern sea was named for a British admiral who was famous for a wind scale,Davis
Both the junior & senior Johanns in this Viennese family conducted dance music as well as composed it,Strauss
A noisy quarrel,Argument
"""Teahouse"" is a 1957 Chinese play, and this is the longer title of a 1953 work set in Japan",- 1. Ran.
"This evangelist made plenty of headlines in the 1920s, like in 1926 when she claimed to have been kidnapped",-<3.>.ANSWER
"Jenna Elfman & Thomas Gibson play this title pair, a kooky yoga teacher & an uptight U.S. attorney",CRIMINAL
The Mosel is a tributary of this 820-mile-long European River,Rhine.
"Cosa Nostra, another term for the Mafia, can be translated as this",ANSWER
"I can always count on Aunt Nancy sending me cashmere, which comes from the hair of this animal",- 300. SHEEP
In the 19th century Japan's only port for westerners was this second A-bomb site,- 4. Nagasaki
If you were a Hun in 450 A.D. this man was your king,- 200. ATTILA
"Leibniz, an inventor of calculus, was an adviser to this ""Great"" Russian czar","""PETROV""."
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",ANSWER
"Some wondered if she'd be known as ""J.Ant."" after a surprise marriage, her third, to singer Marc Anthony",- 4. Eva
"This ballerina was born on an Indian reservation in Fairfax, Oklahoma, in 1925",AWNSER
Too great to measure,Infinite.
"The one associated with ""Oliver Twist"" is ""The Parish Boy's Progress""",Dickens
There's a statue of this buxom singer on the Sevier County Courthouse lawn in her Tennessee hometown,AWNSER
It's the visionary technique used to create the image seen here,ANSWER
"Ante bellum means ""before"" this, something many people are anti-",War
"According to lyricist Bob Merrill, ""People who need people are"" this",- 4. Lonely
Where the peachtrees grow: Georgia State,AWNSER
"Of the lower 48, this state has the most land under exclusive BLM jurisdiction, more than 75,000 square miles",Nevada.
Excessively sentimental,SENTIMENTAL
"2 angles with a common vertex & a common side, or the position of the house next door that called the cops",ANSWER
In 1931 the Mexican government took the pesos made of this metal out of circulation,- 20. SILVER
"With no formal education, Andrew didn't learn these 3 often-linked basic skills until he was a teenager",- 4. READING
1 of 4 Olympic medalists who played Tarzan in feature films,KEMP
This British adventurer liked to go by the initials T.E. instead of his given names Thomas Edward,SHACKLETON
"Now the ""Today"" show's co-anchor, she once produced the CNN news & information show ""Take Two""",SAVIC
Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,AWNSER
"On TV he's played RFK in ""The Missiles of October"" & JFK in the miniseries ""Kennedy""",Kevin
"[Hi, I'm Jeff Probst of ""Survivor""]  Stings from this marine creature, also called a medusa, should be washed with rubbing alcohol or vinegar",- 400. JELLYFISH
"Beginning around 697 A.D., it was the title of the leader of the Venetian Republic",Doge
"Bobby ""Boris"" Pickett recorded this classic Halloween song with the Crypt-Kickers",Purple
"In this comedy Jaques says to Orlando in the Forest of Arden, ""Let's meet as little as we can""",AWNSER
Judy Holliday reprised her stage role as Billie Dawn in this George Cukor-directed comedy classic,AWNSER
"The popular Jack London story ""To Build"" this is about a man trying to survive a harsh Yukon winter night",- 400. AWNSER
"Clarence Birdseye discovered his freezing method for food on a trading expedition to this ""canine"" Canadian location",AWNSER.
"""In Her Sister's Shadow"" is a biography of Lee Radziwill, sister of this woman",PRINCESS
"Beethoven's 6th isn't called the ""Bucolic"" symphony, but this",Fifth
"This ""Queen of Mean"" is a regular on Comedy Central's roasts",Cardi
