Question,Answer1,T11,T21,T31,T41,T51,neural_ans1_prob,Answer2,T12,T22,T32,T42,T52,neural_ans2_prob,Answer3,T13,T23,T33,T43,T53,neural_ans3_prob,bing_return
2002: Michael Chiklis,The Shield,yes,yes,yes,yes,yes,1.0,Who,no,no,no,no,no,0.0,Kongo,no,no,no,no,no,1.0,False
"Dashaun Young is now playing this hero who's destined to be ""The Lion King""",Simba,no,no,no,no,no,0.0,Simba,no,no,no,no,no,0.0,Pinter's splinters,no,no,no,no,no,1.0,False
Nickname of British fictional hero Hugh Drummond,"""Bulldog""",no,no,no,no,no,0.0,Dandy,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
"An homage to Charles Schulz, the project named for this character helps needy kids by ""providing security through blankets""",Linus,no,no,no,no,no,0.0,Peanuts,no,no,no,no,no,0.0,allergy,no,no,no,no,no,1.0,True
"The ancient Egyptians were a polytheistic people, meaning they had many of these",gods,no,no,no,no,no,0.0,Deities,yes,yes,yes,yes,yes,1.0,a Klondike bar,no,no,no,no,no,1.0,False
Almost a century later you can still use Hector Guimard's entrances to this city's Metro stations,Paris,no,no,no,no,no,0.0,Paris,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,False
This Southern Hemisphere nation was named after a southwestern province of the Netherlands,New Zealand,no,no,no,no,no,0.0,Netherlands,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
"The highest point in this Southeastern state is just 345 feet, in Walton County near the Alabama border",Florida,no,no,no,no,no,0.0,Georgia,no,no,no,no,no,0.0,a poor boy,no,no,no,no,no,1.0,True
"Hamlet's father, the king of Denmark, killed Fortinbras' father, king of this nearby country",Norway,no,no,no,no,no,0.0,Norway,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"Unlike most provinces, Quebec has a separate one of these, La Surete Provinciale Du Quebec",Provincial/State Police,yes,yes,yes,yes,yes,1.0,Police,yes,yes,yes,yes,yes,1.0,drachmas,no,no,no,no,no,1.0,False
"In 1966 Clark & Gollan performed experiments that led to artificial this, probably exciting news to artificial vampires",artificial blood,no,no,no,no,no,0.0,Transfusion,no,no,no,no,no,0.0,soprano,no,no,no,no,no,1.0,True
Quixote or Drysdale,a Don,no,no,no,no,no,0.0,Don Quixote,no,no,no,no,no,0.0,Judgment at Nuremberg,no,no,no,no,no,1.0,True
"This now-Patriots head coach said in 1992, ""I don't think there's anybody... not focused on the 49ers... I mean, Chargers""",Bill Belichick,no,no,no,no,no,0.0,Who is Don Shula,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
"""Goings on About Town"" & ""The Talk of the Town"" are regular features of this magazine",The New Yorker,yes,yes,yes,yes,yes,1.0,"""NEWYORKER"".",yes,yes,yes,yes,yes,1.0,Race or color,no,no,no,no,no,1.0,False
"Name of the cemetery in Tombstone, Arizona & many other towns as well",boot hill,yes,yes,yes,yes,yes,1.0,"$100. ""OAK""",no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,False
"State whose counties include Crockett, Zapata & Pecos",Texas,no,no,no,no,no,0.0,Texas,no,no,no,no,no,0.0,Georges Feydeau,no,no,no,no,no,1.0,True
"Almost all of the state's electrical power is generated by this agency, known for its dams",TVA (Tennessee Valley Authority),yes,yes,yes,yes,yes,1.0,$100,no,no,no,no,no,0.0,Private,no,no,no,no,no,1.0,False
"This ""precious"" first opera in the ""Ring"" cycle runs about 90 minutes shorter than any of the other 3",Das Rheingold,no,no,no,no,no,0.0,Der Fliegen,no,no,no,no,no,0.0,Maud Gonne,no,no,no,no,no,1.0,True
"Spelled with ""al"" at the end, this word refers to a school official: with ""le"", it's a fundamental truth",principal/principle,yes,yes,yes,yes,yes,1.0,Principal,no,no,no,no,no,0.0,fear itself,no,no,no,no,no,1.0,False
This heavy 19th century sheath knife was named for a Texas frontiersman killed at the Alamo,Bowie knife,no,no,no,no,no,0.0,Colt,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,False
The 1970 cover photo of this man was taken by his wife Linda,Paul McCartney,no,no,no,no,no,0.0,Who is John Lennon?,no,no,no,no,no,0.0,Maud Gonne,no,no,no,no,no,1.0,True
This son-in-law of LBJ was the governor of Virginia from 1982-1986,Charles (Chuck) Robb,yes,yes,yes,yes,yes,1.0,GEORGE,no,no,no,no,no,0.0,Right Guard,no,no,no,no,no,1.0,False
"""The noonday train will bring Frank Miller"" at 12 sharp in this 1952 film; look out, Gary!",High Noon,no,no,no,no,no,0.0,"""Rebel Without a Cause"".",no,no,no,no,no,0.0,bloodshot,no,no,no,no,no,1.0,False
A WWII German defensive line & Judge Bean,Siegfried & Roy,no,no,no,no,no,0.0,SIEGFRIED,no,no,no,no,no,0.0,90 degrees south,no,no,no,no,no,1.0,False
For a Major League baseball it's 9 to 9 1/4 inches,circumference,no,no,no,no,no,0.0,AWESOME,no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
"From 1965: ""Sont les mots qui vont tres bien ensemble""",Michelle,no,no,no,no,no,0.0,French,no,no,no,no,no,0.0,a book,no,no,no,no,no,1.0,True
"""'Tis incredible to believe how much she loves me.  O the kindest Kate!"" Petruchio says in this play","""The Taming of the Shrew""",no,no,no,no,no,0.0,Katherine,no,no,no,no,no,0.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,False
"A long, loose-hanging women's dress worn in Kahaluu & Punaluu",a muumuu,yes,yes,yes,yes,yes,1.0,A-HOA,no,no,no,no,no,0.0,Phillips Screwdriver,no,no,no,no,no,1.0,False
"In 2002 Spider-Man climbed walls, but it was Willem Dafoe who went over the top as this villain",the Green Goblin,yes,yes,yes,yes,yes,1.0,Oswald,no,no,no,no,no,0.0,skin & bones,no,no,no,no,no,1.0,False
"John Lennon & Paul McCartney were in their 20s when they wrote ""When I'm"" this old",64,no,no,no,no,no,0.0,$100. AWARDS,no,no,no,no,no,0.0,Rick Barry,no,no,no,no,no,1.0,False
This part of a drill that tightens the jaw around the bit has a special key,chuck,no,no,no,no,no,0.0,Collet,no,no,no,no,no,0.0,tear/tier,no,no,no,no,no,1.0,False
No state shall engage in this (unless invaded),war,yes,yes,yes,yes,yes,1.0,Sovereignty,yes,yes,yes,yes,yes,1.0,Hunkpapa,yes,yes,yes,yes,yes,0.0,False
"The ancient city of Byblos was known for its production of this material, hence bible, meaning book",papyrus,no,no,no,no,no,0.0,Leather,no,no,no,no,no,0.0,Whale,no,no,no,no,no,1.0,False
"These Nova Scotia games include Celtic workshops & tossing the caber, a 20-foot log",The Highland Games,yes,yes,yes,yes,yes,1.0,Hurling,no,no,no,no,no,0.0,John Gilbert (Greta Garbo's lover),no,no,no,no,no,1.0,False
"Established in 1929, this political party has won every presidential election since",PRI,no,no,no,no,no,0.0,Democrat,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
"An independent agency of the U.S. government, it's also called Eximbank",Export/Import Bank,yes,yes,yes,yes,yes,1.0,Export-Import Bank,yes,yes,yes,yes,yes,1.0,Kongo,no,no,no,no,no,1.0,False
"Governor of California from 1949 to 1953 & a Supreme Court Chief Justice, we confer on him the title of....",Earl Warren,no,no,no,no,no,0.0,Hugo,no,no,no,no,no,0.0,The National Archives,no,no,no,no,no,1.0,False
This distinctive aroma of a wine can also mean a group of cut flowers,Bouquet,yes,yes,yes,yes,yes,1.0,AWNSER,no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,True
"Meaning ""another self"", it can refer to a close friend or one's secret identity",Alter Ego,yes,yes,yes,yes,yes,1.0,Doppelganger,no,no,no,no,no,0.0,Best man,no,no,no,no,no,1.0,False
A panel of 5 children answered questions sent in by home viewers & won savings bonds on this show,Quiz Kids,yes,yes,yes,yes,yes,1.0,Nickelodeon,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,False
"Considered evil in the Middle Ages, many cats were killed, which may have led to this scourge",the Black Death,no,no,no,no,no,0.0,The Black Death,no,no,no,no,no,0.0,refracted,no,no,no,no,no,1.0,False
"His 1911 painting ""I and the Village"" uses the simple shapes of Russian folk art",Chagall,no,no,no,no,no,0.0,AWKWARD,no,no,no,no,no,0.0,Nashville Star,no,no,no,no,no,1.0,False
"""To Let"" was the last novel in this John Galsworthy series","""The Forsyte Saga""",no,no,no,no,no,0.0,FORTY-ONE,no,no,no,no,no,0.0,past,no,no,no,no,no,1.0,True
"If you're thinking of the 2nd largest city in Colorado, this one should spring to mind",Colorado Springs,no,no,no,no,no,0.0,Boulder,no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
1997 is the millennium of this saint's becoming the supreme Magyar prince of Hungary,Stephen,no,no,no,no,no,0.0,"""STEFAN"".",no,no,no,no,no,0.0,fell,no,no,no,no,no,1.0,False
Tom Hanks voiced 4 characters in this Christmas film that used motion-capture technology,The Polar Express,no,no,no,no,no,0.0,Toy Story,no,no,no,no,no,0.0,Sandy Duncan,no,no,no,no,no,1.0,False
"By a cumulative count, you get a total of 364 gifts in this song, including 42 swans","""The 12 Days of Christmas""",no,no,no,no,no,0.0,SwanLake,no,no,no,no,no,0.0,"Ontario, California",no,no,no,no,no,1.0,False
"In an email that surfaced after her murder, she said if anything happened to her, Pres. Musharraf was responsible",Benazir Bhutto,no,no,no,no,no,0.0,Benazir,no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,False
"On July 12, 1998 this Cardinal hit HR No. 40 in his 281st at-bat of the season -- the fewest ever needed to reach that total",Mark McGwire,no,no,no,no,no,0.0,Mark McGwire,no,no,no,no,no,0.0,tear/tier,no,no,no,no,no,1.0,False
"Have a hangtown fry, traditionally, eggs, bacon & these shellfish--a pearl of a dish!",oysters,yes,yes,yes,yes,yes,1.0,Oysters,yes,yes,yes,yes,yes,1.0,John Gilbert (Greta Garbo's lover),no,no,no,no,no,1.0,True
"Like root beer, this ""ale"" is flavored with a root, mostly from Jamaica",ginger ale,yes,yes,yes,yes,yes,1.0,Sassafras,yes,yes,yes,yes,yes,1.0,Goshin,no,no,no,no,no,1.0,True
Women's rights leader: ____ Cady ____,Elizabeth Cady Stanton,yes,yes,yes,yes,yes,1.0,Elizabeth,no,no,no,no,no,0.0,fear itself,no,no,no,no,no,1.0,True
"Rick Springfield, Bruce Springsteen, Buffalo Springfield",Rick Springfield,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,False
"Pavonine means of or resembling this ""proud"" bird",a peacock,yes,yes,yes,yes,yes,1.0,EAGLE,no,no,no,no,no,0.0,1848,no,no,no,no,no,1.0,True
"First, a toast, my sweet, with a glass of this potent potable whose invention is credited to Dom Perignon",champagne,yes,yes,yes,yes,yes,1.0,CHAMPAGNE,yes,yes,yes,yes,yes,1.0,macadam,no,no,no,no,no,1.0,False
"When this London residence is freezing, we'd like to return it to the dukes for whom it's named",Buckingham Palace,no,no,no,no,no,0.0,Kensington,no,no,no,no,no,0.0,Dune,no,no,no,no,no,1.0,False
"Forces of this European nation conquered Algiers in 1830, ending its use as a stronghold by pirates",France,no,no,no,no,no,0.0,France,no,no,no,no,no,0.0,$500 million,no,no,no,no,no,1.0,True
"""You furnish the pictures & I'll furnish the war""",William Randolph Hearst,no,no,no,no,no,0.0,WWII,no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
Philadelphia pharmicist Charles Hires commercialized this type of soda in the mid-1800s,root beer,no,no,no,no,no,0.0,Ginger,no,no,no,no,no,0.0,domo arigato (gozaimasu),no,no,no,no,no,1.0,True
"""The Moonstone"" author William Collins",Wilkie,no,no,no,no,no,0.0,Wilkie,no,no,no,no,no,0.0,x-ray,no,no,no,no,no,1.0,False
"Helicobacter pylori has special defenses against this acid, which allow it to live in the stomach & cause ulcers",hydrochloric acid,no,no,no,no,no,0.0,BICARBONATE,no,no,no,no,no,0.0,Hotel,no,no,no,no,no,1.0,False
"Cotto, Genoa, Pepperoni",salami,no,no,no,no,no,0.0,$1000,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,True
"Rah, rah, sis boom bah!  It's the term for the globular flowers of a chrysanthemum",a pom-pom,no,no,no,no,no,0.0,AWNS,no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,False
"After a 10-year absence, this series returned in 1997 with Stacy Keach reprising the title role",Mike Hammer,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,"Ontario, California",no,no,no,no,no,1.0,False
Ekanetra & Ekarudra were both Vidyesvara gods of this religion,Hinduism,no,no,no,no,no,0.0,Hinduism,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
By 1880 both Edison & British physicist Joseph Wilson Swan had applied for patents on this type of electric lamp,an incandescent light bulb,no,no,no,no,no,0.0,incandescent,yes,yes,yes,yes,yes,1.0,Nashville Star,no,no,no,no,no,1.0,False
"This paper was shut down in 1991 by Boris Yeltsin, but there have been recent incarnations",Pravda,yes,yes,yes,yes,yes,1.0,Boris Yeltsin,no,no,no,no,no,0.0,The National Archives,no,no,no,no,no,1.0,True
"Pirates officially licensed to attack enemy ships during wartime were known by this ""secretive"" name",Privateers,yes,yes,yes,yes,yes,1.0,Corsairs,yes,yes,yes,yes,yes,1.0,past,no,no,no,no,no,1.0,True
"Moments after Macbeth claims he can't be killed by any man born of woman, this thane of Fife performs the deed",Macduff,no,no,no,no,no,0.0,Macduff,no,no,no,no,no,0.0,Superboy,no,no,no,no,no,1.0,False
A cricket's receptors for this are highly sensitive areas on its front legs,hearing,no,no,no,no,no,0.0,Antennae,no,no,no,no,no,0.0,Anakin Skywalker,no,no,no,no,no,1.0,False
"The Refugee Project, helping underprivileged children, is at the heart of this female former Fugee",Lauryn Hill,no,no,no,no,no,0.0,Wangari,no,no,no,no,no,0.0,Kongo,no,no,no,no,no,1.0,True
"His story ""The Outcasts of Poker Flat"" appeared in 1869 in the Overland Monthly, which he edited",Bret Harte,yes,yes,yes,yes,yes,1.0,MarkTwain,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
It's customary to toast these soft confections on sticks over a campfire,Marshmallows,yes,yes,yes,yes,yes,1.0,S'MORES,yes,yes,yes,yes,yes,1.0,St. Patrick's,no,no,no,no,no,1.0,False
"Seen here, he was president when Georgia became independent, but was then deposed",Zviad Gamsakhurdia,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,Kanye West,no,no,no,no,no,1.0,False
"In 2006 Sterling Marlin, a veteran racer on this circuit, got a new ride, the no. 14 Chevrolet",NASCAR,no,no,no,no,no,0.0,NASCAR,no,no,no,no,no,0.0,Satellites,no,no,no,no,no,1.0,False
"It's the ""F"" in the common web acronym ""FAQ""",frequently,yes,yes,yes,yes,yes,1.0,Answer,yes,yes,yes,yes,yes,1.0,Eugene V. Debs,yes,yes,yes,yes,yes,0.0,False
Dr. Clanny's lamp of 1813 was designed so these workers wouldn't ignite gases & blow themselves up,miners,no,no,no,no,no,0.0,"$1000. ""FUSES""",no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,True
"Paul Tulane gave a substantial endowment to a school in this city, and it was renamed in his honor",New Orleans,no,no,no,no,no,0.0,New Orleans,no,no,no,no,no,0.0,macadam,no,no,no,no,no,1.0,False
Eid ul-Fitr marks the end of this month of fasting,Ramadan,no,no,no,no,no,0.0,Ramadan,no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
"The Liberty Bell was hidden in this Pennsylvania ""town"" in 1777",Allentown,no,no,no,no,no,0.0,PHILADELPHIA,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,True
"In later life, Renoir's hands became so crippled with arthritis, these had to be tied to them",his brushes,no,no,no,no,no,0.0,WRINGS,no,no,no,no,no,0.0,White Mountains,no,no,no,no,no,1.0,True
French gave us this word for a set of tuned bells in a tower,a carillon,no,no,no,no,no,0.0,Campanile,no,no,no,no,no,0.0,domo arigato (gozaimasu),no,no,no,no,no,1.0,False
"As a verb, this means to squander or waste; in the bakery, it's a deep-fried cake",fritter,no,no,no,no,no,0.0,$100,no,no,no,no,no,0.0,bloodshot,no,no,no,no,no,1.0,False
"For a time, Cervantes supported himself by finding provisions for this Spanish fleet",Spanish Armada,no,no,no,no,no,0.0,Navies,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,False
"This host of ""Boy Meets Grill"" says charcoal is a lot of work but it gives food a smokiness that gas can't imitate",Bobby Flay,yes,yes,yes,yes,yes,1.0,Alton,yes,yes,yes,yes,yes,1.0,Lie,no,no,no,no,no,1.0,False
Leon Beiderbecke,"""Bix""",no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,False
In the North Atlantic:  CLND,Iceland,yes,yes,yes,yes,yes,1.0,Iceberg,no,no,no,no,no,0.0,Scum,no,no,no,no,no,1.0,False
"In ""Cool Hand Luke"", he's the character actor who says ""What we've got here is failure to communicate""",Strother Martin,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,False
"The Tasman & Hooker Glaciers radiate from Mt. Cook, the highest mountain of the Southern Alps in this country",New Zealand,no,no,no,no,no,0.0,New Zealand,no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
The emotional strain I feel until you ring in with the correct response,Tension,no,no,no,no,no,0.0,Tension,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,False
"One of the world's oldest mummies, the Detmold Child was mummified in this high S. Amer. country 3,000 years before Tut",Peru,yes,yes,yes,yes,yes,1.0,Peru,yes,yes,yes,yes,yes,1.0,Hunkpapa,no,no,no,no,no,1.0,True
The Maccabees fought a guerrilla war to keep the Syrians out of this city,Jerusalem,no,no,no,no,no,0.0,Jerusalem,no,no,no,no,no,0.0,Hunkpapa,no,no,no,no,no,1.0,True
"Girton, Cambridge University's 1st college for these people, was founded in 1869",women,no,no,no,no,no,0.0,Women,no,no,no,no,no,0.0,fear itself,no,no,no,no,no,1.0,True
"An entirely female unit, the Mariana Grajales Women's Platoon, helped win this country's 1956-58 socialist revolution",Cuba,no,no,no,no,no,0.0,Cuba,no,no,no,no,no,0.0,Patina,no,no,no,no,no,1.0,True
The title character on this NBC drama works for the Massachusetts State Coroner's Office,Crossing Jordan,yes,yes,yes,yes,yes,1.0,Dr. Gregory House,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,True
"Around 1507 this Polish astronomer began trying to prove that the sun, not earth, was the center of the universe",Copernicus,yes,yes,yes,yes,yes,1.0,Nicolaus Copernicus,yes,yes,yes,yes,yes,1.0,Anakin Skywalker,no,no,no,no,no,1.0,True
"Any ""birdbrain"" knows these are the small compartments for papers in a desk",Pigeonholes,no,no,no,no,no,0.0,Drawers,yes,yes,yes,yes,yes,1.0,Superboy,no,no,no,no,no,1.0,False
"Phonetically, it sounds like 2 letters of the alphabet",envy,no,no,no,no,no,0.0,ANSWER,no,no,no,no,no,0.0,"Summer Wishes, Winter Dreams",no,no,no,no,no,1.0,False
It's the second-largest body of water in the world,Atlantic Ocean,no,no,no,no,no,0.0,OCEAN,no,no,no,no,no,0.0,(Frans) Hals,no,no,no,no,no,1.0,False
"John Dalton figured that in water, an atom of this was 8 times heavier than an atom of hydrogen",oxygen,no,no,no,no,no,0.0,OXYGEN,no,no,no,no,no,0.0,dodgeball,no,no,no,no,no,1.0,False
In November 1910 he was elected governor of New Jersey; 2 years later he was elected president,Woodrow Wilson,no,no,no,no,no,0.0,Woodrow,no,no,no,no,no,0.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,True
"In a book by Irene Hunt, 9-year-old Jethro Creighton lives during the Civil War, which lasts ""Across Five"" of these months",Aprils,no,no,no,no,no,0.0,-1865,yes,yes,yes,yes,yes,1.0,fell,yes,yes,yes,yes,yes,0.0,True
"At the start of the game Diplomacy, France controls 3 supply centers: Paris, Brest & this port",Marseille,no,no,no,no,no,0.0,Bordeaux,no,no,no,no,no,0.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,True
"We're shocked to hear that some car dealerships have been known to ""roll back"" this device",the odometer,no,no,no,no,no,0.0,Price,no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,False
The only newspaper not in the continental U.S. to make the Top 100 is this city's Advertiser at No. 79,Honolulu,no,no,no,no,no,0.0,Juneau,no,no,no,no,no,0.0,Superboy,no,no,no,no,no,1.0,False
"During World War II, the Japanese repeatedly bombed this city on Australia's northern coast",Darwin,no,no,no,no,no,0.0,Townsville,yes,yes,yes,yes,yes,1.0,Fiat,no,no,no,no,no,1.0,False
"""Once a jolly swagman camped by"" this, Australian for a stagnant pool or backwater",billabong,yes,yes,yes,yes,yes,1.0,Billabong,yes,yes,yes,yes,yes,1.0,refracted,no,no,no,no,no,1.0,False
"1966: ""...and Mr. Chicken""",The Ghost,no,no,no,no,no,0.0,"What is The Good, the Bad and the Ugly?",no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"From old Italian for ""to shield"" & ""sun"", it's another name for a sun umbrella",parasol,no,no,no,no,no,0.0,AWNING,no,no,no,no,no,0.0,90 degrees south,no,no,no,no,no,1.0,True
"She went to the baker's to buy her dog some bread; ""when she came back the poor dog was dead""",Old Mother Hubbard,no,no,no,no,no,0.0,"$0. ""Baker's Dozen"".",no,no,no,no,no,0.0,Anakin Skywalker,no,no,no,no,no,1.0,False
2-word anatomical term for a craving for candy,a sweet tooth,no,no,no,no,no,0.0,Sugar high.,no,no,no,no,no,0.0,drachmas,no,no,no,no,no,1.0,False
"Roy Rogers sang ""Buttons and Bows"" with Bob Hope & Jane Russell in this sequel to ""The Paleface""",Son of Paleface,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,The Everglades,no,no,no,no,no,1.0,False
Wed in 1953: Jackjacq,the Kennedys,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,False
Originally this term referred to the man employed on a cattle train who prodded cattle to keep them on their feet,a cowpoke,no,no,no,no,no,0.0,Cowboy,no,no,no,no,no,0.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,False
"This woman of Troy shows up in several operas, including ""Mefistofele""",Helen,no,no,no,no,no,0.0,Verdi,no,no,no,no,no,0.0,refracted,no,no,no,no,no,1.0,False
In 1998 Pope John Paul II concluded his visit to this country with a mass at the Plaza de la Revolucion,Cuba,no,no,no,no,no,0.0,Cuba,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,False
"This country has Bataan Day & People Power Day, commemorating the 1986 revolt",the Philippines,yes,yes,yes,yes,yes,1.0,Philippines,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,False
"His artworks command prices of $400,000, & he was Oscar-nominated for directing ""The Diving Bell and the Butterfly""",(Julian) Schnabel,yes,yes,yes,yes,yes,1.0,Roman Polanski,no,no,no,no,no,0.0,Lie,no,no,no,no,no,1.0,True
"This czar may have been ""great"", but biographer Robert K. Massie says he was deathly afraid of cockroaches",Peter the Great,no,no,no,no,no,0.0,Peter,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,True
In 1402 Ottoman Sultan Bayezid I was captured in the Battle of Ankara by this conqueror from Samarkand,Tamerlane,yes,yes,yes,yes,yes,1.0,Timur,yes,yes,yes,yes,yes,1.0,Couplet,no,no,no,no,no,1.0,False
"Rome, Dublin, Athens",Georgia,no,no,no,no,no,0.0,Cities,no,no,no,no,no,0.0,Georges Feydeau,no,no,no,no,no,1.0,True
"""Culprit"", meaning the guilty party, evolved from this adjective meaning ""guilty""",culpable,no,no,no,no,no,0.0,Convict,no,no,no,no,no,0.0,berber,no,no,no,no,no,1.0,False
"This polo-playing Harvard grad played Loretta Lynn's husband in ""Coal Miner's Daughter""",Tommy Lee Jones,yes,yes,yes,yes,yes,1.0,Chris Walken,yes,yes,yes,yes,yes,1.0,bottlenose,no,no,no,no,no,1.0,False
Bermuda is a self-governing dependency of this nation,the United Kingdom,no,no,no,no,no,0.0,United Kingdom,no,no,no,no,no,0.0,pantry and paltry,no,no,no,no,no,1.0,False
"Jeff Spicoli loved to surf in this movie'-aloha, Mr. Hand!",Fast Times at Ridgemont High,no,no,no,no,no,0.0,Fast Times at Ridgemont High,no,no,no,no,no,0.0,Nashville Star,no,no,no,no,no,1.0,False
"As a verb, it refers to the motion propelling the boat; as a noun, it refers to the person who sets the pace",stroke,no,no,no,no,no,0.0,SAILOR,no,no,no,no,no,0.0,Maud Gonne,no,no,no,no,no,1.0,True
"1992: ""My _____ Vinny""",Cousin,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,as a bug in a rug,no,no,no,no,no,1.0,True
It's the spirit found in a daiquiri cocktail,rum,no,no,no,no,no,0.0,RUM,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
"Albion House in the town of Marlow is the place where she finished writing ""Frankenstein""",Mary Shelley,no,no,no,no,no,0.0,Mary Shelley,no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"To target online consumers, this company hopes to combine data from its ESPN & ABC online units",Disney,no,no,no,no,no,0.0,ESPN,no,no,no,no,no,0.0,The Sorbonne,no,no,no,no,no,1.0,True
"From the Latin for ""make similar"", it's an exact duplicate",facsimile,no,no,no,no,no,0.0,Copier,no,no,no,no,no,0.0,George Mitchell,no,no,no,no,no,1.0,True
"Congress established this National Park in Arizona February 26, 1919",the Grand Canyon,no,no,no,no,no,0.0,GrandCanyon,no,no,no,no,no,0.0,Superboy,no,no,no,no,no,1.0,False
"The Captain & Tennile would ""love"" this capital of Oman",Muscat,no,no,no,no,no,0.0,Muscat,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,False
Alumnus,alumni,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,Afternoon of a Faun,no,no,no,no,no,1.0,True
Acting instructor for an aspiring household pest,a roach coach,no,no,no,no,no,0.0,I can't fulfill this request.,no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,True
Jennifer Connelly won an Oscar for playing the wife of this man,(John) Nash,no,no,no,no,no,0.0,Who,no,no,no,no,no,0.0,St. Patrick's,no,no,no,no,no,1.0,False
"When asked if he has any writers, this piano-playing comic says, ""Yes, I have 535 writers.  100 in the Senate & 435 in the House…""",(Mark) Russell,no,no,no,no,no,0.0,Washington,no,no,no,no,no,0.0,The National Archives,no,no,no,no,no,1.0,False
"In Luke, he is quoted as saying, ""I indeed baptize you with water; but one mightier than I cometh""",John the Baptist,no,no,no,no,no,0.0,John,no,no,no,no,no,0.0,Jenny,no,no,no,no,no,1.0,False
"This highest social class, whose name still refers to aristocracy, once made up the entire Senate",Patricians,yes,yes,yes,yes,yes,1.0,Nobility,no,no,no,no,no,0.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,no,no,no,no,no,1.0,False
"Epistemophobia would be bad news for a Jeopardy! contestant, as it's fear of this",knowledge,no,no,no,no,no,0.0,Knowledge,no,no,no,no,no,0.0,Race or color,no,no,no,no,no,1.0,True
"This ""Candide"" author helped popularize the saying, ""The perfect is the enemy of the good""",Voltaire,no,no,no,no,no,0.0,Voltaire,no,no,no,no,no,0.0,skin & bones,no,no,no,no,no,1.0,False
"This redhead does some down-home storytelling in her 1999 book ""Comfort From A Country Quilt""",Reba McEntire,no,no,no,no,no,0.0,Miranda,no,no,no,no,no,0.0,Eugene V. Debs,no,no,no,no,no,1.0,True
He returned to India at age 17 in 1882 & worked as a journalist; he published his first poems in 1886,Rudyard Kipling,no,no,no,no,no,0.0,Rabindranath Tagore,no,no,no,no,no,0.0,skin & bones,no,no,no,no,no,1.0,True
